disease_target,manufacturer,submission_id,submission_title,country,region,type_of_technology,stage_of_development,regulatory_status,target_pathogen,serovar_subtype,assay_target,target_analyte,test_format,lab_vs_poc,validated_sample_types,city,instrument_name,test_to_be_listed_on_finds_web_page,permalink,country_tmp,city2,lat,lng
Measles,Abbexa,a2r69000006Shk3,Human Measles Virus IgG ELISA Kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgG,IA Reagent Kit,Lab-based,Plasma; Serum; Other,Cambridge,NA,Yes,https://abbexa.com,United Kingdom,"Cambridge, United Kingdom",52.20486069,0.1196803
Measles,Abbexa,a2r69000006Shk4,Human Measles Virus IgM (MV IgM) ELISA Kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,Cambridge,NA,Yes,https://abbexa.com,United Kingdom,"Cambridge, United Kingdom",52.20486069,0.1196803
Measles,Clin-Tech Ltd,a2r69000006Shkt,Microimmune Measles IgM Capture EIA (breakaway well) – kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,Guildford,NA,Yes,https://clin-tech.co.uk,United Kingdom,"Guildford, United Kingdom",51.24898911,-0.57828188
Cholera,Norgen Biotek Corporation,a2r69000006ShjS,Vibrio cholerae TaqMan PCR Detection Kits,Canada,Region of the Americas,Molecular,Research Use Only (RUO),None,Vibrio cholerae,V.cholerae O1; V.cholerae O139,DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool; Other,Thorold,NA,Yes,https://norgenbiotek.com,Canada,"Thorold, Canada",43.12295532,-79.20641327
Measles,Clin-Tech Ltd,a2r69000006Shku,Microimmune Measles IgG Capture EIA – kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgG,IA Reagent Kit,Lab-based,Plasma; Serum; Other,Guildford,NA,Yes,https://clin-tech.co.uk,United Kingdom,"Guildford, United Kingdom",51.24898911,-0.57828188
Measles,AbNova,a2r69000006ShkF,Measles IgG ELISA Kit,Taiwan,Western Pacific Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgG,IA Reagent Kit,Lab-based,Plasma; Serum,Taipei,NA,Yes,https://abnova.com,Taiwan,"Taipei, Taiwan",25.03841209,121.56370544
Measles,Boster Bio,a2r69000006Shkr,Human Measles (Rubeola) IgG ELISA Kit (Direct EIA),United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgG,IA Reagent Kit,Lab-based,Plasma; Serum,Pleasanton,NA,Yes,https://bosterbio.com,United States,"Pleasanton, United States",37.65843582,-121.8769989
Measles,Accuquik Test Kits,a2r69000006ShkG,Measles Virus Antibody Test Kit,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum,Cheyenne,NA,Yes,https://accuquiktestkits.com,United States,"Cheyenne, United States",41.14023972,-104.81880188
Measles,Boster Bio,a2r69000006Shks,Human Measles (Rubeola) IgM ELISA Kit (Direct EIA),United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,Pleasanton,NA,Yes,https://bosterbio.com,United States,"Pleasanton, United States",37.65843582,-121.8769989
Measles,BioinGentech Biotechnology,a2r69000006ShkE,HumPCR Measles Virus Detection Kit,Chile,Region of the Americas,Molecular,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,RNA,Other,NAT reagent kit (open source),Lab-based,Purified RNA,Concepción,NA,Yes,https://kitpcr.com,Chile,"Concepción, Chile",-36.82707977,-73.05023956
Cholera,"Jiangsu Bioperfectus Technologies Co., Ltd.",a2r69000006Shj4,Vibrio Cholerae Serogroup O139 Real Time PCR Kit,China,Western Pacific Region,Molecular,Research Use Only (RUO),None,Vibrio cholerae,V.cholerae O139,DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool; Stool (Faeces) Culture,Taizhou City,NA,Yes,https://bioperfectus.com,China,"Taizhou City, China",28.65641022,121.42076111
Cholera,"Jiangsu Bioperfectus Technologies Co., Ltd.",a2r69000006Shj2,Vibrio Cholerae Real Time PCR Kit (RUO),China,Western Pacific Region,Molecular,Research Use Only (RUO),None,Vibrio cholerae,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool; Stool (Faeces) Culture,Taizhou City,NA,Yes,https://bioperfectus.com,China,"Taizhou City, China",28.65641022,121.42076111
Cholera,"Jiangsu Bioperfectus Technologies Co., Ltd.",a2r69000006Shj3,Vibrio Cholerae Serogroup O1 Real Time PCR Kit,China,Western Pacific Region,Molecular,Research Use Only (RUO),None,Vibrio cholerae,V.cholerae O1,DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool; Stool (Faeces) Culture,Taizhou City,NA,Yes,https://bioperfectus.com,China,"Taizhou City, China",28.65641022,121.42076111
Cholera,"Jiangsu Bioperfectus Technologies Co., Ltd.",a2r69000006Shj6,Vibrio Cholerae (CTXB) Real Time PCR Kit,China,Western Pacific Region,Molecular,Research Use Only (RUO),None,Vibrio cholerae,Unspecified,DNA,Cholera CTX gene,NAT reagent kit (open source),Lab-based,Stool; Stool (Faeces) Culture,Taizhou City,NA,Yes,https://bioperfectus.com,China,"Taizhou City, China",28.65641022,121.42076111
Measles,Abbexa,a2r69000006Shk1,Human Measles Virus Antibody ELISA Kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Unknown,IA Reagent Kit,Lab-based,Plasma; Serum; Other,Cambridge,NA,Yes,https://abbexa.com,United Kingdom,"Cambridge, United Kingdom",52.20486069,0.1196803
Measles,Abbexa,a2r69000006Shk2,Human Measles Virus IgG (MV IgG) ELISA Kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgG,IA Reagent Kit,Lab-based,Plasma; Serum,Cambridge,NA,Yes,https://abbexa.com,United Kingdom,"Cambridge, United Kingdom",52.20486069,0.1196803
Cholera,"Jiangsu Bioperfectus Technologies Co., Ltd.",a2r69000006Shj5,Vibrio Cholerae (CTXA) Real Time PCR Kit,China,Western Pacific Region,Molecular,Research Use Only (RUO),None,Vibrio cholerae,Unspecified,DNA,Cholera CTX gene,NAT reagent kit (open source),Lab-based,Stool; Stool (Faeces) Culture,Taizhou City,NA,Yes,https://bioperfectus.com,China,"Taizhou City, China",28.65641022,121.42076111
Rubella,Novus Biologicals LLC,a2r69000006ShkV,Human Rubella Virus Antibody (IgG) ELISA Kit (Colorimetric),United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Rubella virus,Unspecified,Antibody (serological),Anti-RuV IgG,IA Reagent Kit,Lab-based,Serum,Centennial,NA,Yes,https://novusbio.com,United States,"Centennial, United States",39.5973053,-104.85381317
Measles,ELISAKITS.co.uk,a2r69000006ShlI,Measles IgG ELISA Kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgG,IA Reagent Kit,Lab-based,Plasma; Serum,Bradford,NA,Yes,https://elisakits.co.uk,United Kingdom,"Bradford, United Kingdom",53.79077911,-1.75456095
Measles,ELISAKITS.co.uk,a2r69000006ShlJ,Measles IgM ELISA Kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,Bradford,NA,Yes,https://elisakits.co.uk,United Kingdom,"Bradford, United Kingdom",53.79077911,-1.75456095
Measles,"OriGene Technologies, Inc.",a2r69000006Shlq,Human Measles IgM ELISA kit,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,Rockville,NA,Yes,https://origene.com,United States,"Rockville, United States",39.08417892,-77.1529007
Measles,"OriGene Technologies, Inc.",a2r69000006Shlp,Human Measles IgG ELISA kit,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgG,IA Reagent Kit,Lab-based,Plasma; Serum,Rockville,NA,Yes,https://origene.com,United States,"Rockville, United States",39.08417892,-77.1529007
Cholera,PCRMax,a2r69000006ShjV,Vibrio cholerae toxogenic subtypes (ctxB gene),United Kingdom,European Region,Molecular,Research Use Only (RUO),None,Vibrio cholerae,Unspecified,DNA,Cholera CTX gene,NAT reagent kit (open source),Lab-based,Other,Stone,NA,Yes,https://pcrmax.com,United Kingdom,"Stone, United Kingdom",52.90140533,-2.14515996
Measles,Creative Diagnostics,a2r69000006Shkx,Measles IgG ELISA Kit,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgG,IA Reagent Kit,Lab-based,Plasma; Serum,Shirley,NA,Yes,https://creative-diagnostics.com,United States,"Shirley, United States",42.53978729,-71.65859222
Measles,Creative Diagnostics,a2r69000006Shky,Measles IgM ELISA Kit,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,Shirley,NA,Yes,https://creative-diagnostics.com,United States,"Shirley, United States",42.53978729,-71.65859222
Measles,Creative Biogene,a2r69000006Shkv,Measles Virus Real Time RT-PCR Kit,United States,Region of the Americas,Molecular,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,RNA,Other,NAT reagent kit (open source),Lab-based,Nasal swab; Nasopharyngeal swab,Shirley,NA,Yes,https://creative-biogene.com,United States,"Shirley, United States",42.53978729,-71.65859222
Cholera,PCRMax,a2r69000006ShjU,All Vibrio Cholerae Subspecies,United Kingdom,European Region,Molecular,Research Use Only (RUO),None,Vibrio cholerae,Unspecified,DNA,Cholera ompW gene,NAT reagent kit (open source),Lab-based,Other,Stone,NA,Yes,https://pcrmax.com,United Kingdom,"Stone, United Kingdom",52.90140533,-2.14515996
Measles; Rubella,Creative Biogene,a2r69000006Shkw,Measles Virus and Rubella Virus Real Time RT-PCR Kit,United States,Region of the Americas,Molecular,Research Use Only (RUO),None,Measles morbillivirus; Rubella virus,Unspecified,RNA,Other,NAT reagent kit (open source),Lab-based,Nasal swab; Nasopharyngeal swab,Shirley,NA,Yes,https://creative-biogene.com,United States,"Shirley, United States",42.53978729,-71.65859222
Rubella,MyBiosource.com,a2r69000006ShkR,"RV IgM elisa kit -Human anti-rubella virus IgM antibody, anti-RV IgM ELISA Kit",United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Rubella virus,Unspecified,Antibody (serological),Anti-RuV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,San Diego,NA,Yes,https://mybiosource.com,United States,"San Diego, United States",32.71575928,-117.16381836
Measles,Creative Diagnostics,a2r69000006Shl0,Measles Virus IgM ELISA Kit,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,Shirley,NA,Yes,https://creative-diagnostics.com,United States,"Shirley, United States",42.53978729,-71.65859222
Rubella,MyBiosource.com,a2r69000006ShkQ,Human Rubella IgM ELISA Kit,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Rubella virus,Unspecified,Antibody (serological),Anti-RuV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,San Diego,NA,Yes,https://mybiosource.com,United States,"San Diego, United States",32.71575928,-117.16381836
Measles,Creative Diagnostics,a2r69000006Shl1,Human MV-IgG (Measles virus-Immunoglobulin G) ELISA Kit,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgG,IA Reagent Kit,Lab-based,Plasma; Serum; Other,Shirley,NA,Yes,https://creative-diagnostics.com,United States,"Shirley, United States",42.53978729,-71.65859222
Measles,Creative Diagnostics,a2r69000006Shkz,Measles IgA ELISA Kit,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgA,IA Reagent Kit,Lab-based,Plasma; Serum,Shirley,NA,Yes,https://creative-diagnostics.com,United States,"Shirley, United States",42.53978729,-71.65859222
Measles,"Immuno-Biological Laboratories, Inc. (IBL-America)",a2r69000006Shla,Measles Virus IgM ELISA,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,Minneapolis,NA,Yes,https://ibl-america.com,United States,"Minneapolis, United States",44.97748566,-93.26436615
Measles,"Wuhan Fine Biotech Co., Ltd.",a2r69000006ShmC,Human MV-IgG ELISA Kit,China,Western Pacific Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgG,IA Reagent Kit,Lab-based,Plasma; Serum,Wuhan,NA,Yes,https://fn-test.com,China,"Wuhan, China",30.59276009,114.30525208
Measles,Jiangsu Uninovo Biological Technology,a2r69000006Shli,Multiplex Real-time PCR Kit for Measles Virus-specie and genotype A+H specific,China,Western Pacific Region,Molecular,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,RNA,Other,NAT reagent kit (open source),Lab-based,Unknown,Zhenjiang City,NA,Yes,https://en.bio-uninovo.com.cn,China,"Zhenjiang City, China",32.18875122,119.42434692
Rubella,Abbott Laboratories,a2r69000006ShmJ,Bioline RUBELLA IgG/IgM,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Rubella virus,Unspecified,Antibody (serological),Anti-RuV IgG; Anti-RuV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum,Abbott Park,NA,Yes,https://abbott.com,United States,"Abbott Park, United States",41.71919632,-87.62211609
Measles,MyBiosource.com,a2r69000006Shlj,Human Measles (MS) ELISA Kit,United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Unknown,IA Reagent Kit,Lab-based,Unknown,San Diego,NA,Yes,https://mybiosource.com,United States,"San Diego, United States",32.71575928,-117.16381836
Rubella,Abbexa,a2r69000006ShmH,Human Rubella Virus IgG Rapid Test Kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Rubella virus,Unspecified,Antibody (serological),Anti-RuV IgG,Rapid diagnostic test (strip or cassette),True Point of Care,Serum,Cambridge,NA,Yes,https://abbexa.com,United Kingdom,"Cambridge, United Kingdom",52.20486069,0.1196803
Measles,Jiangsu Uninovo Biological Technology,a2r69000006Shlh,Real-Time PCR Detection Kit for Measles Virus,China,Western Pacific Region,Molecular,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,RNA,Other,NAT reagent kit (open source),Lab-based,Unknown,Zhenjiang City,NA,Yes,https://en.bio-uninovo.com.cn,China,"Zhenjiang City, China",32.18875122,119.42434692
Rubella,Abbexa,a2r69000006ShmI,Human Rubella Virus IgM Antibody (RV IgM) ELISA Kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Rubella virus,Unspecified,Antibody (serological),Anti-RuV IgM,IA Reagent Kit,Lab-based,Plasma; Serum; Other,Cambridge,NA,Yes,https://abbexa.com,United Kingdom,"Cambridge, United Kingdom",52.20486069,0.1196803
Rubella,Abbexa,a2r69000006ShmG,Human Rubella Virus IgG Antibody (RV IgG) ELISA Kit,United Kingdom,European Region,Immunoassay,Research Use Only (RUO),None,Rubella virus,Unspecified,Antibody (serological),Anti-RuV IgG,IA Reagent Kit,Lab-based,Plasma; Serum; Other,Cambridge,NA,Yes,https://abbexa.com,United Kingdom,"Cambridge, United Kingdom",52.20486069,0.1196803
Measles,"Wuhan Fine Biotech Co., Ltd.",a2r69000006ShmD,Human MV-IgM ELISA Kit,China,Western Pacific Region,Immunoassay,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,Antibody (serological),Anti-MeV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,Wuhan,NA,Yes,https://fn-test.com,China,"Wuhan, China",30.59276009,114.30525208
Measles,BioinGentech Biotechnology,a2r69000006Shkj,One Step qRT-PCR Measles Virus,Chile,Region of the Americas,Molecular,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,RNA,Other,NAT reagent kit (open source),Lab-based,Purified RNA,Concepción,NA,Yes,https://kitpcr.com,Chile,"Concepción, Chile",-36.82707977,-73.05023956
Measles,Primer Design Ltd,a2r69000006ShlQ,Human Measles Virus,United States,Region of the Americas,Molecular,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,RNA,Other,NAT reagent kit (open source),Lab-based,Unknown,Chandler's Ford,NA,Yes,https://primerdesign.co.uk/home,United States,"Chandler's Ford, United States",50.9879303,-1.37408686
Measles; Meningitis,Siemens Healthcare GmbH,a2r69000006Shm1,FTD Fever and Rash,United States,Region of the Americas,Molecular,Research Use Only (RUO),None,Enterovirus; Measles morbillivirus; Other,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Cerebrospinal fluid (CSF); Oropharyngeal swab; Sputum; Stool; Other,Erlangen,NA,Yes,https://siemens-healthineers.com,United States,"Erlangen, United States",39.50357056,-99.01834106
Measles,Genekam,a2r69000006ShlP,Measles Virus,Germany,European Region,Molecular,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,RNA,Other,NAT reagent kit (open source),Lab-based,Serum; Urine; Whole Blood; Other,Duisburg,NA,Yes,https://genekam.de,Germany,"Duisburg, Germany",51.43514633,6.76269102
Measles,Siemens Healthcare GmbH,a2r69000006Shm0,FTD Measles,United States,Region of the Americas,Molecular,Research Use Only (RUO),None,Measles morbillivirus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Oropharyngeal swab; Serum; Whole Blood,Erlangen,NA,Yes,https://siemens-healthineers.com,United States,"Erlangen, United States",39.50357056,-99.01834106
Rubella,Boster Bio,a2r69000006ShnC,Human Rubella IgM ELISA Kit (Direct EIA),United States,Region of the Americas,Immunoassay,Research Use Only (RUO),None,Rubella virus,Unspecified,Antibody (serological),Anti-RuV IgM,IA Reagent Kit,Lab-based,Plasma; Serum,Pleasanton,NA,Yes,https://bosterbio.com,United States,"Pleasanton, United States",37.65843582,-121.8769989
