date_of_submission,manufacturer,submission_id,submission_title,country,region,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,other_target_pathogen,permalink,planned_market_entry,primary_use_case,ID_type,disease_target,assay_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,other_readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,other_antimicrobial_resistance_class,Drug_resistance_target,Other Drug resistance target,AST_output,test_format,other_test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,other_validated_sample_type,time_to_results_excl_prep,city,test_to_be_listed_on_finds_web_page,country_tmp,city2,lat,lng
31.03.2023,Bosch Healthcare Solutions GmbH,a2r69000007ISlr,Vivalytic UTI,Germany,European Region,Research Use Only (RUO),None,Molecular,ID-Resistance,Urinary Tract Infections,Staphylococcus saprophyticus; Staphylococcus epidermidis; Providencia stuartii; Providencia rettgeri,https://bosch-healthcare.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,DNA,Bacteria (Gram+); Bacteria (Gram-); Fungi,Acinetobacter baumannii; Candida albicans; Citrobacter freundii; Citrobacter koseri; Enterobacter cloacae complex; Enterococcus faecalis; Enterococcus faecium; Escherichia coli; Klebsiella aerogenes; Klebsiella oxytoca; Klebsiella pneumoniae; Morganella morganii; Other; Proteus spp; Pseudomonas aeruginosa; Serratia marcescens; Staphylococcus aureus; Streptococcus agalactiae (Group B),Unknown,qPCR,Chemiluminescence,NA,Qualitative,MRSA; VRE; Other,mecA; Other; vanA; vanB,Trimethoprim Resistance,Not applicable,NA,Not applicable,Cartridge-based processing,NA,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Urine,NA,240,Waiblingen,Yes,Germany,"Waiblingen, Germany",48.83195114,9.31404305
31.03.2023,PremaLabs Diagnostics Ltd,a2r69000007ISnL,PCT/CRP Test Kit,United Kingdom,European Region,Regulatory Status Unknown,Unknown,Immunoassay,Host Response,Inflammation,NA,https://premalabsdiagnostics.com,Already on the market (commercialized),Triage/Screening,Not applicable,Sepsis,Antigen,Not applicable,Not applicable,C-reactive protein; Procalcitonin,Lateral Flow Assay,Fluorescence,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,True Point of Care,Intended for professional use only,Unknown,NA,15,London,Yes,United Kingdom,"London, United Kingdom",51.50740814,-0.12772401
31.03.2023,Science with a Mission Inc.,a2r69000007ISje,Chlamydia Test Cassette (Swab),United States,Region of the Americas,Research Use Only (RUO),None,Immunoassay,ID,Sexually Transmitted Infections,NA,https://sciencewithamission.org,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Chlamydia trachomatis,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Endocervical swab; Urethral swab,NA,20,Sharon,Yes,United States,"Sharon, United States",42.12367249,-71.17893219
31.03.2023,"Module Innovations Private Limited, India",a2r69000007ISlq,USENSe,India,South-East Asian Region,Early Stage Development (partial prototype),None,Immunoassay,ID,Urinary Tract Infections,NA,https://moduleinnovations.com,Unspecified Market Entry,Diagnostic/confirmatory test,Unknown,Unspecified,Unknown,Unspecified,Escherichia coli; Klebsiella spp; Other; Staphylococcus aureus,Unknown,Lateral Flow Assay,Colorimetric,NA,Unknown,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Unspecified,NA,Unknown,Unknown,True Point of Care,NA,Urine,NA,15,Pune,Yes,India,"Pune, India",18.52890396,73.8743515
31.03.2023,PremaLabs Diagnostics Ltd,a2r69000007ISnK,PCT Test Kit,United Kingdom,European Region,Regulatory Status Unknown,Unknown,Immunoassay,Host Response,Inflammation,NA,https://premalabsdiagnostics.com,Already on the market (commercialized),Triage/Screening,Not applicable,Sepsis,Antigen,Not applicable,Not applicable,Procalcitonin,Lateral Flow Assay,Fluorescence,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,True Point of Care,Intended for professional use only,Unknown,NA,10,London,Yes,United Kingdom,"London, United Kingdom",51.50740814,-0.12772401
31.03.2023,BioAmp Diagnostics,a2r69000007ISlv,DETECT,United States,Region of the Americas,Regulatory Status Unknown,None,Chemical/Biochemical,Resistance,Urinary Tract Infections,NA,https://bioampdx.com,Unspecified Market Entry,Diagnostic/confirmatory test,Not applicable,Unspecified,Growth/metabolism,Not applicable,Not applicable,Unknown,Enzymatic assays,Colorimetric,NA,Qualitative,ESBL,Unknown,NA,Not applicable,NA,Not applicable,Unspecified,NA,Unknown,Manual,Lab-based,NA,Unknown,NA,NA,San Carlos,Yes,United States,"San Carlos, United States",37.50373459,-122.26493073
31.03.2023,ViroGates A/S,a2r69000007ISnN,suPARnostic TurbiLatex,Denmark,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://virogates.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,Other,Agglutination,Turbidity,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Cartridge-based processing,NA,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma,NA,10,Birkeroed,Yes,Denmark,"Birkeroed, Denmark",55.84094238,12.42786884
31.03.2023,First Light Biosciences,a2r69000007ISls,MultiPath UTI,United States,Region of the Americas,Early Stage Development (partial prototype),None,Microscopy,ID-Phenotypic AST,Urinary Tract Infections,NA,https://firstlightbio.com,Unspecified Market Entry,Diagnostic/confirmatory test,Unknown,Unspecified,Microorganism,Unspecified,Unknown,Unknown,Microscopy Fluorescence,Fluorescence,NA,Qualitative,Not applicable,Not applicable,NA,Unknown,NA,S/R,Cartridge-based processing,NA,A proprietary/new instrument is required,Unknown,near Point of Care,NA,Urine,NA,30,Bedford,Yes,United States,"Bedford, United States",42.49223709,-71.27994537
31.03.2023,MicrobeDx,a2r69000007ISlu,MicrobeDX UTI,United States,Region of the Americas,Early Stage Development (partial prototype),None,Chemical/Biochemical,ID-Phenotypic AST,Urinary Tract Infections,NA,https://microbedx.com,Unspecified Market Entry,Diagnostic/confirmatory test,Unknown,Unspecified,RNA,Unspecified,Unknown,Unknown,Electrochemistry assay,Unspecified,NA,Unknown,Not applicable,Not applicable,NA,Unknown,NA,Unknown,Unspecified,NA,Unknown,Unknown,near Point of Care,NA,Urine,NA,NA,Los Angeles,Yes,United States,"Los Angeles, United States",34.05223846,-118.24334717
31.03.2023,PremaLabs Diagnostics Ltd,a2r69000007ISnM,SAA/CRP Test Kit,United Kingdom,European Region,Regulatory Status Unknown,Unknown,Immunoassay,Host Response,Inflammation,NA,https://premalabsdiagnostics.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein; Serum Amyloid A,Lateral Flow Assay,Fluorescence,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,True Point of Care,Intended for professional use only,Unknown,NA,5,London,Yes,United Kingdom,"London, United Kingdom",51.50740814,-0.12772401
31.03.2023,ELITechGroup,a2r69000007ISj3,MGB Alert Candida species,France,European Region,Research Use Only (RUO),None,Molecular,ID,Bloodstream Infections; CNS Infections; Gastro-intestinal Infections; Intra-abdominal Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections,Candida dubliniensis,https://elitechgroup.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Sepsis,DNA,Fungi,Candida albicans; Candida auris; Candida glabrata; Candida krusei; Candida parapsilosis; Candida tropicalis; Other,Unknown,qPCR,Fluorescence,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Unknown,Lab-based,Intended for professional use only,Unknown,NA,NA,Puteaux,Yes,France,"Puteaux, France",48.88328552,2.23760176
31.03.2023,ViroGates A/S,a2r69000007ISnP,suPARnostic AUTO Flex ELISA,Denmark,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://virogates.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,Other,ELISA/EIA,Colorimetric,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,120,Birkeroed,Yes,Denmark,"Birkeroed, Denmark",55.84094238,12.42786884
31.03.2023,T2 Biosystems,a2r69000007ISj2,T2Cauris Panel,United States,Region of the Americas,Research Use Only (RUO),None,Biophysics,ID-Resistance,Bloodstream Infections; CNS Infections; Gastro-intestinal Infections; Intra-abdominal Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections,NA,https://t2biosystems.com,Unspecified Market Entry,Diagnostic/confirmatory test,Identification,Sepsis,DNA,Fungi,Candida auris,Unknown,Other,Other,spin-spin (T2) relaxation times,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Cartridge-based processing,NA,A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Venous blood,NA,300,Lexington,Yes,United States,"Lexington, United States",38.0463562,-84.49702454
31.03.2023,Llusern Scientific,a2r69000007ISlw,Lodestar DX UTI Panel,United Kingdom,European Region,Late Stage Development (fully functional prototype),None,Molecular,ID,Urinary Tract Infections,Staphylococcus saprophyticus; Enterococcus spp,https://llusern.co.uk,2023,Diagnostic/confirmatory test,Unknown,Unspecified,DNA,Bacteria (Gram+); Bacteria (Gram-),Escherichia coli; Klebsiella spp; Other; Proteus mirabilis; Pseudomonas aeruginosa,Unknown,Isothermal LAMP,Unspecified,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Urine,NA,30,NA,Yes,United Kingdom,United Kingdom,53.9438324,-2.55056405
31.03.2023,ViroGates A/S,a2r69000007ISnO,suPARnostic Quick Triage,Denmark,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://virogates.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,Other,Lateral Flow Assay,Colorimetric,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Plasma,NA,20,Birkeroed,Yes,Denmark,"Birkeroed, Denmark",55.84094238,12.42786884
31.03.2023,Roche Diagnostics International AG,a2r69000007ISnR,cobas CT/NG,Switzerland,European Region,Regulatory Achieved,CE-IVDD; US FDA 510k,Molecular,ID,Sexually Transmitted Infections,NA,https://molecular.roche.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,DNA,Bacteria (Gram-),Chlamydia trachomatis; Neisseria gonorrhoeae,Unknown,qPCR,Fluorescence,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Cervical swab; Endocervical swab; Oropharyngeal swab; Rectal swab; Urine; Vaginal swab,NA,210,Rotkreuz,Yes,Switzerland,"Rotkreuz, Switzerland",47.13299942,8.46700001
31.03.2023,ELITechGroup,a2r69000007ISj4,DSQ Alert Candida auris,France,European Region,Research Use Only (RUO),None,Molecular,ID,Bloodstream Infections; CNS Infections; Gastro-intestinal Infections; Intra-abdominal Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections,NA,https://elitechgroup.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Sepsis,DNA,Fungi,Candida auris,Unknown,qPCR,Fluorescence,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Unknown,Lab-based,Intended for professional use only,Unknown,NA,NA,Puteaux,Yes,France,"Puteaux, France",48.88328552,2.23760176
31.03.2023,Sepset Biosciences Inc.,a2r69000007ISnQ,Sepset-ER test,Canada,Region of the Americas,Early Stage Development (partial prototype),None,Molecular,Host Response,Inflammation,NA,https://sepset.ca,Unspecified Market Entry,Triage/Screening,Not applicable,Sepsis,mRNA,Not applicable,Not applicable,Unknown,qPCR,Unspecified,NA,Unknown,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Unspecified,NA,Unknown,Unknown,Lab-based,Intended for professional use only,Venous blood,NA,NA,Victoria,Yes,Canada,"Victoria, Canada",48.42750168,-123.36725616
31.03.2023,ELITechGroup,a2r69000007ISj5,MGB Alert Candida auris with fluconazole resistance,France,European Region,Research Use Only (RUO),None,Molecular,ID-Resistance,Bloodstream Infections; CNS Infections; Gastro-intestinal Infections; Intra-abdominal Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections,NA,https://elitechgroup.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Sepsis,DNA,Fungi,Candida auris,Unknown,qPCR,Fluorescence,NA,Semi-quantitative,Other,Unknown,Fluconazole resistance,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Unknown,Lab-based,Intended for professional use only,Unknown,NA,NA,Puteaux,Yes,France,"Puteaux, France",48.88328552,2.23760176
31.03.2023,Maternova,a2r69000007ISly,UTI Rapid Culture,United States,Region of the Americas,Regulatory Status Unknown,Unknown,Growth based,ID,Bloodstream Infections; Urinary Tract Infections,NA,https://maternova.net,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Growth/metabolism,Bacteria (Gram-),Escherichia coli,Unknown,Culture,Microscopy,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Other,Tray,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Urine,NA,1440,Providence,Yes,United States,"Providence, United States",41.82446289,-71.41275024
31.03.2023,Qvella,a2r69000007ISj7,FAST-ID BSI,Canada,Region of the Americas,Late Stage Development (fully functional prototype),None,Molecular,ID,Bloodstream Infections,Candida dubliniensis; Enterococcus spp; Staphylococcus spp; Streptococcus spp,https://qvella.com,Unspecified Market Entry,Diagnostic/confirmatory test,Identification,Sepsis,RNA,Bacteria (Gram+); Bacteria (Gram-); Fungi,Acinetobacter baumannii; Candida albicans; Candida glabrata; Candida krusei; Candida parapsilosis; Candida tropicalis; Enterobacterales; Enterobacter spp; Enterococcus faecium; Escherichia coli; Klebsiella pneumoniae; Other; Proteus spp; Pseudomonas aeruginosa; Staphylococcus aureus; Streptococcus pneumoniae,Unknown,PCR (conventional); Hybridization,Unspecified,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Cartridge-based processing,NA,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Venous blood,NA,60,Richmond Hill,Yes,Canada,"Richmond Hill, Canada",43.87586975,-79.43827057
31.03.2023,BioGX,a2r69000007ISm0,Urinary Tract EKEGAS,United States,Region of the Americas,Regulatory Achieved,CE-IVDD,Molecular,ID,Urinary Tract Infections,Klebsiella spp,https://biogx.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,DNA,Bacteria (Gram+); Bacteria (Gram-),Enterococcus faecalis; Escherichia coli; Klebsiella spp; Streptococcus pyogenes (Group A),Unknown,qPCR,Fluorescence,NA,Unknown,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Unspecified,NA,A proprietary/new instrument is required,Unknown,Lab-based,Intended for professional use only,Urine,NA,NA,Birmingham,Yes,United States,"Birmingham, United States",33.52285767,-86.80770874
31.03.2023,"3i Diagnostics, Inc.",a2r69000007ISj6,Biospectrix Universal Cartridge,United States,Region of the Americas,Research Use Only (RUO),None,Biophysics,ID,Bloodstream Infections,NA,https://3idx.com,Unspecified Market Entry,Diagnostic/confirmatory test,Identification,Sepsis,Microorganism,Unspecified,Unknown,Unknown,Infrared spectrometry,Unspecified,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Cartridge-based processing,NA,A proprietary/new instrument is required,Unknown,Lab-based,Intended for professional use only,Venous blood,NA,30,Germantown,Yes,United States,"Germantown, United States",39.17694473,-77.27016449
