"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Assay: Potential impact (in silico analyses)","Assay: No impact (analytical/clinical studies)","Assay: Impact (analytical/clinical studies)","Assay: No expected impact (in silico analyses)","Assay: S gene dropout","Assay: SARS-CoV-2 variant(s)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name","Instrument: Connectivity Solution","Assay: FIND Website Area"
"a2v69000004gKjy","a2r69000007lbpg","","06.07.2023","Australia","Collingwood","Western Pacific Region","zipdiag.com","ZiP Diagnostics Pty ltd.","ZiP-CoVx Assay","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","Unknown","","Unspecified Market Entry","Molecular","RNA","Unknown","Isothermal Other","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","30.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KF7","ZiP-H4 Test System","","COVID-19; Outbreak"
"a2v69000004gLLY","a2r69000007lbAA","","06.07.2023","United Kingdom","Unknown","European Region","mediport.com","MediPort Diagnostics","COVID-19 Less Invasive Self Swab Antigen Rapid Test Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLKx","a2r69000007lbHa","","06.07.2023","United States","South San Francisco","Region of the Americas","mammoth.bio/team","Mammoth Biosciences","SARS-CoV-2 DETECTR Reagent Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","None","","Already on the market (commercialized)","Molecular","RNA","N gene","Isothermal LAMP","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLJz","a2r69000007lbGx","","06.07.2023","Spain","Barcelona","European Region","linkcarebio.com","Linkcare Health Services","Linkcare Bioscreening SARS-CoV-2 Antigen Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLKZ","a2r69000007lbBF","","06.07.2023","United Kingdom","London","European Region","lumiradx.com/us-en/what-we-do/diagnostics/fast-lab-solutions","LumiraDx Limited","SARS-CoV-2 RNA STAR Complete - LAB ASSAY","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","Unknown","Isothermal LAMP","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Mid-turbinate swab; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","20.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLKa","a2r69000007lbER","","06.07.2023","United Kingdom","London","European Region","lumiradx.com/us-en/what-we-do/diagnostics/fast-lab-solutions","LumiraDx Limited","LumiraDx SARS-CoV-2 RNA STAR Complete","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Japan MHLW; MHRA UK; US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","ORF1a","Isothermal NASBA","qSTAR - qualitative selective temperature amplification","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Mid-turbinate swab; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLLB","a2r69000007lbG9","","06.07.2023","Korea, Republic of","Unknown","Western Pacific Region","mediandiagnostics.com/eng/company_about.php","MEDIAN DIAGNOSTICS INC","MDx COVID-19 Ag Home Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Korea MFDS","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLLA","a2r69000007lbJi","","06.07.2023","Korea, Republic of","Unknown","Western Pacific Region","mediandiagnostics.com/eng/company_about.php","MEDIAN DIAGNOSTICS INC","MDx COVID-19 Ag Rapid Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Korea MFDS","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLLD","a2r69000007lbzT","","06.07.2023","Japan","Aichi","Western Pacific Region","mblbio.com","Medical & Biological Laboratories Co., ltd.","MEBRIGHT SARS-CoV-2 Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Japan MHLW","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","90.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLKc","a2r69000007lc2N","","06.07.2023","United Kingdom","London","European Region","lumiradx.com/us-en/what-we-do/diagnostics/fast-lab-solutions","LumiraDx Limited","LumiraDx SARS-CoV-2 & Flu A/B RNA STAR Complete","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","Health Canada; MHRA UK","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab","","20.00","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Alpha; Beta; Delta; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLLC","a2r69000007lbND","","06.07.2023","Japan","Aichi","Western Pacific Region","mblbio.com","Medical & Biological Laboratories Co., ltd.","Inspecter Kowa SARS- CoV-2","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Japan MHLW","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKjb","a2r69000007lbzD","","06.07.2023","United States","San Diego","Region of the Americas","gnomegendx.com","Gnomegen llc","Gnomegen COVID-19 RT-Digital PCR Detection Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","N gene; Other","Digital PCR","digital","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","360.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K05","Gnomegen device","Yes","COVID-19; Outbreak"
"a2v69000004gLKb","a2r69000007lc24","","06.07.2023","United Kingdom","London","European Region","lumiradx.com/us-en/what-we-do/diagnostics/fast-lab-solutions","LumiraDx Limited","LumiraDx Dual-Target SARS-CoV-2 STAR Complete","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","MHRA UK","","Already on the market (commercialized)","Molecular","RNA","N gene; ORF1ab","Isothermal NASBA","qSTAR - qualitative selective temperature amplification","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","20.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLLF","a2r69000007lbHD","","06.07.2023","South Africa","Cape Town","African Region","medi-tech.co.za","Medical Diagnostech Pty Ltd","MD SARS-nCoV-2 Antigen Device","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","South Africa SAHPRA","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLKe","a2r69000007lbXs","","06.07.2023","United States","Carlsbad","Region of the Americas","lumosdiagnostics.com","Lumos Diagnostics","Viradx SARS-CoV-2/flu A+b Rapid Antigen Test","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","Health Canada","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein; Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKje","a2r69000007lbk8","","06.07.2023","United Kingdom","Hoddesdon","European Region","biosearchtech.com","LGC Biosearch technology","Biosearch Technologies SARS-CoV-2 Real-Time and End-Point RT-PCR Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","None","","Already on the market (commercialized)","Molecular","RNA","N gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Gamma","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019Jyd","Biosearch Technologies oKtopure","Yes","COVID-19; Outbreak"
"a2v69000004gLLE","a2r69000007lbAb","","06.07.2023","South Africa","Cape Town","African Region","medi-tech.co.za","Medical Diagnostech Pty Ltd","MD COVID-19 Antigen Rapid Test Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein; S-protein S1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (in development)","Saliva","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLKd","a2r69000007lbC8","","06.07.2023","United States","Carlsbad","Region of the Americas","lumosdiagnostics.com","Lumos Diagnostics","Covidx SARS-CoV-2 Rapid Antigen Test Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Health Canada","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Saliva","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKjd","a2r69000007lbCv","","06.07.2023","United Kingdom","Hoddesdon","European Region","biosearchtech.com","LGC Biosearch technology","Biosearch Technologies SARS-CoV-2 ultra-high-throughput End-Point RT-PCR Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","None","","Already on the market (commercialized)","Molecular","RNA","N gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Nasal swab","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KF9","The Biosearch Technologies SARS-CoV-2 testing system from LGC","","COVID-19; Outbreak"
"a2v69000004gLLH","a2r69000007lbTv","","06.07.2023","Malaysia","Gelugor","Western Pacific Region","mediven.com.my","Medical Innovation Ventures Sdn Bhd.","GenoAmp Real-Time RT-PCR COVID-19","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Other","MDA - Special Access","Already on the market (commercialized)","Molecular","RNA","E gene; N gene; RdRp gene; S gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Saliva","","105.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLKg","a2r69000007lbVm","","06.07.2023","China","Shenzhen","Western Pacific Region","en.mabsky.com/index.html","MABSKY BIO-TECH CO.,ltd.","COVID-19 virus (2019-nCOV) Triple-Detection Kit (Real-Time PCR Method)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; WHO EUL Under Assessment","","Already on the market (commercialized)","Molecular","RNA","ORF1ab; S gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasal swab; Oropharyngeal swab","","90.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
