"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Disease Target Phase","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Perf Submission Title","Performance Detail Submission Number","Assay Target","Study Type","Type of data source","Drug Resistance Target","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Target Patient Group","Sample Type","Total number of samples","Number of positive samples","Number of negative samples","Other drug resistance target","Assay: Other Regulatory Approval","Assay: Purpose of submission"
"a2v69000004gKop","a2r69000007lb8m","a266900000B8tse","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","SLID detection from  culture (indirect)","PD-57974","DNA","Independent","Other","Other","76.50","63.30","86.00","99.10","97.30","99.70","Active TB","Sputum Culture","1921","","","SLID resistance","WHO recommended","Test Directory"
"a2v69000004gKop","a2r69000007lb8m","a266900000B8tsf","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","SLID detection from sputum (direct)","PD-57975","DNA","Independent","Other","Other","87.00","38.10","98.60","99.50","93.60","100.00","Active TB","Sputum","1639","","","SLID resistance","WHO recommended","Test Directory"
"a2v69000004gKop","a2r69000007lb8m","a266900000B8tsg","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","FLQ detection from culture (indirect)","PD-57976","DNA","Independent","Other","Fluoroquinolone","85.60","79.20","90.40","98.50","95.70","99.50","Active TB","Sputum Culture","2233","","","","WHO recommended","Test Directory"
"a2v69000004gKop","a2r69000007lb8m","a266900000B8tsh","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","FLQ detection from sputum (direct)","PD-57977","DNA","Independent","Other","Fluoroquinolone","86.20","74.60","93.00","98.60","96.90","99.40","Active TB","Sputum","1771","","","","WHO recommended","Test Directory"
"a2v69000004gKop","a2r69000007lb8m","a266900000B8tsi","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","SLID detection from  culture (indirect)","PD-57978","DNA","Independent","Other","Other","76.50","63.30","86.00","99.10","97.30","99.70","Active TB","Sputum Culture","1921","","","SLID resistance","WHO recommended","Test Directory"
"a2v69000004gKop","a2r69000007lb8m","a266900000B8tsj","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","SLID detection from sputum (direct)","PD-57979","DNA","Independent","Other","Other","87.00","38.10","98.60","99.50","93.60","100.00","Active TB","Sputum","1639","","","SLID resistance","WHO recommended","Test Directory"
"a2v69000004gKop","a2r69000007lb8m","a266900000B8tsk","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","XDR-TB detection from culture (indirect)","PD-57980","DNA","Independent","Other","Other","70.90","42.90","88.80","98.80","96.10","99.60","Active TB","Sputum Culture","880","","","XDR-TB resistance","WHO recommended","Test Directory"
"a2v69000004gKop","a2r69000007lb8m","a266900000B8tsl","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","XDR-TB detection from sputum (direct)","PD-57981","DNA","Independent","Other","Other","69.40","38.80","89.00","99.40","95.00","99.30","Active TB","Sputum","1420","","","XDR-TB resistance","WHO recommended","Test Directory"
"a2v69000004gKoo","a2r69000007lb8m","a266900000B8tsW","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","SLID detection from  culture (indirect)","PD-57966","DNA","Independent","Other","Other","76.50","63.30","86.00","99.10","97.30","99.70","Active TB","Sputum Culture","1921","","","SLID resistance","WHO recommended","Test Directory"
"a2v69000004gKoo","a2r69000007lb8m","a266900000B8tsX","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","SLID detection from sputum (direct)","PD-57967","DNA","Independent","Other","Other","87.00","38.10","98.60","99.50","93.60","100.00","Active TB","Sputum","1639","","","SLID resistance","WHO recommended","Test Directory"
"a2v69000004gKoo","a2r69000007lb8m","a266900000B8tsY","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","FLQ detection from culture (indirect)","PD-57968","DNA","Independent","Other","Fluoroquinolone","85.60","79.20","90.40","98.50","95.70","99.50","Active TB","Sputum Culture","2233","","","","WHO recommended","Test Directory"
"a2v69000004gKoo","a2r69000007lb8m","a266900000B8tsZ","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","FLQ detection from sputum (direct)","PD-57969","DNA","Independent","Other","Fluoroquinolone","86.20","74.60","93.00","98.60","96.90","99.40","Active TB","Sputum","1771","","","","WHO recommended","Test Directory"
"a2v69000004gKoo","a2r69000007lb8m","a266900000B8tsa","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","SLID detection from  culture (indirect)","PD-57970","DNA","Independent","Other","Other","76.50","63.30","86.00","99.10","97.30","99.70","Active TB","Sputum Culture","1921","","","SLID resistance","WHO recommended","Test Directory"
"a2v69000004gKoo","a2r69000007lb8m","a266900000B8tsb","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","SLID detection from sputum (direct)","PD-57971","DNA","Independent","Other","Other","87.00","38.10","98.60","99.50","93.60","100.00","Active TB","Sputum","1639","","","SLID resistance","WHO recommended","Test Directory"
"a2v69000004gKoo","a2r69000007lb8m","a266900000B8tsc","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","XDR-TB detection from culture (indirect)","PD-57972","DNA","Independent","Other","Other","70.90","42.90","88.80","98.80","96.10","99.60","Active TB","Sputum Culture","880","","","XDR-TB resistance","WHO recommended","Test Directory"
"a2v69000004gKoo","a2r69000007lb8m","a266900000B8tsd","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","embB; gyrA; rrs","","Ethambutol; Fluoroquinolone","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","Yes","XDR-TB detection from sputum (direct)","PD-57973","DNA","Independent","Other","Other","69.40","38.80","89.00","99.40","95.00","99.30","Active TB","Sputum","1420","","","XDR-TB resistance","WHO recommended","Test Directory"
"a2v69000004gKor","a2r69000007lb8n","a266900000B8tsu","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRsl VER 2.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","eis promoter; gyrA; gyrB; rrs","","Ethambutol; Fluoroquinolone; Kanamycin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture","Sputum Culture isolates","300.00","Yes","No","TB Detection","PD-57990","DNA","Independent","Other","Not applicable","0.00","0.00","0.00","0.00","0.00","0.00","Active TB","Sputum","0","0","0","","WHO recommended","Test Directory"
