"Test Directory Package ID","Assay: Company/Institution Name: Organisation Name","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Region","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country of Manufacturer","Assay: Created Date","Assay: Assay ID","Assay: Assay Name","Instrument: Instrument Name","Assay: Product Website","Assay: Stage of Development","Assay: Planned Market Entry","Assay: Regulatory Approval","Assay: Primary Use Case","Assay: Syndromes","Assay: Disease Target","Assay: Assay Aim","Assay: ID type","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Other Target Analyte","Assay: Target Pathogen","Assay: Other target pathogen","Assay: Target Organism Classes","Assay: Type of Technology","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Other Readout Technology","Assay: Qualitative or Quantitative","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Antimicrobial Resistance Class","Assay: Other Antimicrobial Resistance Class","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: AST Output","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: End user profile (training level)","Assay: Lab vs. POC","Assay: Health Level","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Assay: Confidentiality Level","Assay: Comments","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region"
"a2v69000004CieD","BioGX","biogx.com","Americas","Birmingham","United States","31.03.2023","a2r69000007ISm0","Urinary Tract EKEGAS","","biogx.com/pixl/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Urinary Tract Infections","Unspecified","ID","Identification","DNA","Unknown","","Enterococcus faecalis; Escherichia coli; Klebsiella spp; Streptococcus pyogenes (Group A)","Klebsiella spp","Bacteria (Gram+); Bacteria (Gram-)","Molecular","qPCR","","Fluorescence","","Unknown","Not applicable","","Not applicable","","Not applicable","","Not applicable","Unspecified","","A proprietary/new instrument is required","Unknown","","Lab-based","","Intended for professional use only","Urine","","","Yes","","","United States","Region of the Americas"
"a2v69000004Cidb","3i Diagnostics, Inc.","3idx.com","Americas","Germantown","United States","31.03.2023","a2r69000007ISj6","Biospectrix Universal Cartridge","","3idx.com/our-solution-overview","Research Use Only (RUO)","Unspecified Market Entry","None","Diagnostic/confirmatory test","Bloodstream Infections","Sepsis","ID","Identification","Microorganism","Unknown","","Unknown","","Unspecified","Biophysics","Infrared spectrometry","","Unspecified","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Cartridge-based processing","","A proprietary/new instrument is required","Unknown","Laboratory Technician","Lab-based","","Intended for professional use only","Venous blood","","30.00","Yes","","","United States","Region of the Americas"
"a2v69000004CieC","iFAST Diagnostics","ifastdiagnostics.com","Europe","Southampton","United Kingdom","31.03.2023","a2r69000007ISlz","iFAST","","ifastdiagnostics.com","Late Stage Development (fully functional prototype)","Unspecified Market Entry","None","Diagnostic/confirmatory test","Bloodstream Infections; Sexually Transmitted Infections; Upper Respiratory Tract Infections; Urinary Tract Infections","Sepsis","Phenotypic AST","Not applicable","Growth/metabolism; Microorganism","Unknown","","Unknown","","Bacteria (Gram+); Bacteria (Gram-)","Immunoassay","Flow Cytometry","","Laser; Electric signal","","Unknown","Not applicable","","MRSA","","Unknown","","S/R","Unspecified","","Unknown","Unknown","","Lab-based","","Intended for professional use only","Blood Culture; Colony/plate; Urine; Venous blood","","480.00","Yes","Level 1 (caution)","","United Kingdom","European Region"
"a2v69000004Cide","T2 Biosystems","t2biosystems.com","Americas","Lexington","United States","31.03.2023","a2r69000007ISj1","T2Resistance Panel ","","t2biosystems.com/products-technology/pipeline/t2resistance-panel/","Research Use Only (RUO)","Unspecified Market Entry","None","Diagnostic/confirmatory test","Bloodstream Infections; CNS Infections; Enteric; Intra-abdominal Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections","Sepsis","AMR","Not applicable","DNA","Unknown","","Not applicable","","Bacteria (Gram+); Bacteria (Gram-)","Biophysics","Other","Magnetic resonance","Other","spin-spin (T2) relaxation times","Unknown","AmpC; CTX-M; IMP; KPC; mecA; mecC; NDM; Other; OXA; vanA; vanB; VIM","CMY","CPO; ESBL; MRSA; VRE","","Not applicable","","Not applicable","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Laboratory Technician","Lab-based","","Intended for professional use only","Venous blood","","300.00","Yes","","","United States","Region of the Americas"
"a2v69000004CieF","GeneFluidics","genefluidics.com","Americas","Irwindale/Duarte,","United States","31.03.2023","a2r69000007ISn7","UtiMax ID/AST","","genefluidics-lifescience.com","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Urinary Tract Infections","Unspecified","ID-Phenotypic AST","Presumptive identification","RNA","Unknown","","Citrobacter freundii; Enterobacter cloacae complex; Escherichia coli; Klebsiella aerogenes; Klebsiella oxytoca; Klebsiella pneumoniae; Morganella morganii; Proteus mirabilis; Pseudomonas aeruginosa; Serratia marcescens","Klebsiella oxytoca; Enterobacter aerogenes","Bacteria (Gram-)","Molecular; Growth based","Hybridization; Other","Novel growth based method","Electrochemical","","Qualitative","Not applicable","","Not applicable","","Cefepime; Ceftriaxone; Ciprofloxacin; Gentamicin; Meropenem; Nitrofurantoin; Trimethoprim/Sulfamethoxazole","","MIC","Other","Sensor chip","A proprietary/new instrument is required","Unknown","Laboratory Technician","Lab-based","","Intended for professional use only","Urine","","120.00","Yes","","","United States","Region of the Americas"
"a2v69000004Cidd","PhAST Diagnostics","phastdiagnostics.com","Americas","Boston","United States","31.03.2023","a2r69000007ISj8","phAST assay","","phastdiagnostics.com","Early Stage Development (partial prototype)","Unspecified Market Entry","None","Diagnostic/confirmatory test","Bloodstream Infections; CNS Infections; Enteric; Intra-abdominal Infections; Lower Respiratory Tract Infections; Skin and Soft Tissue Infections; Tissue and Joint Infections; Urinary Tract Infections","Sepsis","ID-Prediction AST","Unknown","Growth/metabolism","Unknown","","Unknown","","Unspecified","Microscopy","Other","single-cell imaging","Unspecified","","Unknown","Unknown","","Unknown","","Unknown","","Unknown","Unspecified","","A proprietary/new instrument is required","Unknown","Laboratory Technician","Lab-based","","Intended for professional use only","Unknown","","","Yes","","https://www.hhs.gov/sites/default/files/2.5-son-phast-508.pdf","United States","Region of the Americas"
"a2v69000004CieE","Alifax","alifax.com","Europe","Polverara","Italy","31.03.2023","a2r69000007ISn6","Uro-Quick Screening kit","","alifax.com/products/bacteriology-line/bacteriology-tests/show/urine-culture","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Urinary Tract Infections","Unspecified","ID","Detection","Growth/metabolism","Unknown","","Unknown","","Unspecified","Biophysics","Other","Light scattering","Laser","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Unspecified","","A proprietary/new instrument is required","Unknown","Laboratory Technician","Lab-based","","Intended for professional use only","Urine","","180.00","Yes","","","Italy","European Region"
"a2v69000004Cidg","Molzym GmbH","molzym.com","Europe","Bremen","Germany","31.03.2023","a2r69000007ISjA","AutoSepT","","izi-bb.fraunhofer.de/en/media/press/2020/autosept.html","Early Stage Development (partial prototype)","Unspecified Market Entry","None","Diagnostic/confirmatory test","Bloodstream Infections","Sepsis","ID","Identification","Unknown","Unknown","","Unknown","","Unspecified","Growth based","Unspecified","","Unspecified","","Unknown","Not applicable","","Not applicable","","Not applicable","","Not applicable","Unspecified","","A proprietary/new instrument is required","Unknown","Laboratory Technician","Lab-based","","Intended for professional use only","Venous blood","","300.00","Yes","","","Germany","European Region"
"a2v69000004CieH","Biomed Diagnostics","biomeddiagnostics.com","Americas","White City","United States","31.03.2023","a2r69000007ISn9","InTray COLOREX SCREEN","","biomeddiagnostics.com/prepared-culture-media/intray-colorex-screen-cli","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Enteric; Skin and Soft Tissue Infections; Urinary Tract Infections","Unspecified","ID","Identification","Growth/metabolism","Unknown","","Enterococcus faecium; Escherichia coli; Klebsiella pneumoniae; Other; Proteus mirabilis; Staphylococcus aureus","Staphylococcus saprophyticus","Bacteria (Gram+); Bacteria (Gram-)","Growth based","Culture","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Other","Agar media plate","Standard lab instrumentation is required","Manual","Laboratory Technician","Lab-based","","Intended for professional use only","Urine","","4320.00","Yes","","","United States","Region of the Americas"
"a2v69000004CieG","Biomed Diagnostics","biomeddiagnostics.com","Americas","White City","United States","31.03.2023","a2r69000007ISn8","InTray COLOREX Yeast","","biomeddiagnostics.com/prepared-culture-media/colorex-yeast","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Sexually Transmitted Infections; Skin and Soft Tissue Infections; Urinary Tract Infections","Candidiasis","ID","Identification","Growth/metabolism","Unknown","","Candida albicans; Candida glabrata; Candida krusei; Candida tropicalis","","Fungi","Growth based","Culture","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Other","Agar media plate","Standard lab instrumentation is required","Manual","Laboratory Technician","Lab-based","","Intended for professional use only","Sputum; Urethral swab; Urine; Vaginal swab; Other","","2880.00","Yes","","","United States","Region of the Americas"
"a2v69000004Cidi","Siemens Healthcare GmbH","siemens-healthineers.com","Americas","Erlangen","United States","31.03.2023","a2r69000007ISkh","ADVIA Centaur BRAHMS PCT","","thermofisher.com/infectious-diseases/wo/de/procalcitonin/brahms-pct-sensitive-kryptor1.html","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","Procalcitonin","","Not applicable","","Not applicable","Immunoassay","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Chemiluminescence","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Other","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Laboratory Technician","Lab-based","","Intended for professional use only","Plasma; Serum","","29.00","Yes","","","United States","Region of the Americas"
"a2v69000004CieJ","ID Genomics, Inc.","idgenomics.com","Americas","Seattle","United States","31.03.2023","a2r69000007ISnB","CLoNeT","","idgenomics.com/?page_id=16","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Surveillance","Urinary Tract Infections","Unspecified","ID","Identification","RNA + DNA","Unknown","","Unknown","","Unspecified","Sequencing","Unspecified","","Unspecified","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Unspecified","","Standard lab instrumentation is required","Unknown","Laboratory Technician","Laboratory-developed test","","Intended for professional use only","Colony/plate; Colony/plate; Purified DNA; Purified RNA","","45.00","Yes","","","United States","Region of the Americas"
"a2v69000004Cidh","ThermoFisher Scientific","thermofisher.com","Americas","Waltham","United States","31.03.2023","a2r69000007ISkg","BRAHMS PCT-Q","","thermofisher.com/infectious-diseases/wo/de/procalcitonin/brahms-pct-q.html","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","Procalcitonin","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Plasma; Serum","","30.00","Yes","","","United States","Region of the Americas"
"a2v69000004CieI","ID Genomics, Inc.","idgenomics.com","Americas","Seattle","United States","31.03.2023","a2r69000007ISnA","BactNeT","","idgenomics.com/?page_id=17","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Surveillance","Urinary Tract Infections","Unspecified","Prediction AST","Not applicable","RNA + DNA","Unknown","","Unknown","","Unspecified","Sequencing","Unspecified","","Unspecified","","Unknown","Not applicable","","Not applicable","","Unknown","","Unknown","Unspecified","","Standard lab instrumentation is required","Unknown","Laboratory Technician","Laboratory-developed test","","Intended for professional use only","Colony/plate; Purified DNA; Purified RNA","","","Yes","","","United States","Region of the Americas"
"a2v69000004Cidk","Fujirebio Inc.","fujirebio.com/en","Western Pacific","Tokyo","Japan","31.03.2023","a2r69000007ISkj","Lumipulse G BRAHMS PCT","","fujirebio.com/en/products-solutions/lumipulse-g-brahms-pct","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Sepsis","Host Response","Not applicable","Antigen","Procalcitonin","","Not applicable","","Not applicable","Immunoassay","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Chemiluminescence","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Other","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Laboratory Technician","Lab-based","","Intended for professional use only","Plasma; Serum","","35.00","Yes","","","Japan","Western Pacific Region"
"a2v69000004CieL","ELITechGroup","elitechgroup.com","Europe","Puteaux","France","31.03.2023","a2r69000007ISnD","URIFAST 2","","elitechgroup.com/microbiology/product/urifast-2-new/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Urinary Tract Infections","Unspecified","Phenotypic AST","Not applicable","Growth/metabolism","Unknown","","Enterobacterales","","Bacteria (Gram-)","Growth based","Culture","","Colorimetric","","Unknown","Not applicable","","Not applicable","","Ciprofloxacin; Ertapenem; Fosfomycin; Nitrofurantoin; Trimethoprim/Sulfamethoxazole; Other","Amoxicillin; Clavulanic acid; Cefuroxime; Cephpodoxime","MIC; S/I/R","Other","Tray","Standard lab instrumentation is required","Manual","Laboratory Technician","Lab-based","","Intended for professional use only","Colony/plate","","270.00","Yes","","","France","European Region"
