"Submission ID","Performance Detail Submission ID","Created Date","Date of Submission","Country of Manufacturer","Region","Website","Organisation Name","Submission Title","Disease Target","Stage of Development","Regulatory Approval","Type of Technology","Assay Target","Target Analyte(s)","Technology principle","Test Format","Instrument requirement","Level of automation","Lab vs. POC","Self-testing/Self-Collection","Validated Sample Types","Time to results excl sample prep (mins)","Time to results incl sample prep (mins)","Connectivity Solution","FIND Evaluation","Impact of SARS-COV-2 Alpha variant","Impact of SARS-COV-2 Beta variant","Impact of SARS-COV-2 Gamma variant","Impact of SARS-COV-2 Delta variant","Impact of SARS-COV-2 Delta+ variant","Impact of SARS-COV-2 Omicron variant","S gene dropout","SARS-CoV-2 variant(s)","Test to be listed on FIND's web page?","Data to be published on FIND's web page","Is this a variant detection test?","Revoked/Not Approved By","Study Type","Sensitivity (%)","Specificity (%)","Number of positive samples","Number of negative samples","Total number of samples"
"a0B6900001LlzWe","a266900000B5QKa","28.03.2022","","China","Western Pacific","https://www.chenyanglobal.com","Huachenyang (Shenzhen) Technology Co., Ltd.","2019-nCoV Ag Rapid Test Kit - REF: CY-F006-AG25","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","96.15","99.78","104","449","553"
"a0B6900001LlzT2","a266900000B5QHZ","28.03.2022","","China","Western Pacific","en.jinjianbio.com/","Hubei Jinjian Biology Co., Ltd","SARS-CoV-2 Antigen Test Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","98.02","99.33","101","149","250"
"a0B6900001Llpf2","a266900000A9wDF","02.03.2022","02.03.2022","United Kingdom","Europe","hugheshealthcare.co.uk","Hughes Healthcare UK","SARS-CoV-2 Antigen Rapid Test - self testing","SARS-CoV-2","Regulatory Achieved","MHRA UK","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.10","99.50","170","435","605"
"a0B6900001Lli2R","a266900000B3Dnh","14.02.2022","14.02.2022","Korea, Republic of","Western Pacific","humasis.com/en/","Humasis Co., ltd.","Humasis Covid-19 Home Test","SARS-CoV-2","Regulatory Achieved","Korea MFDS; Health Canada","Immunoassay","Antigen","N-protein; S-protein RBD","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasopharyngeal swab; Nasal swab","15.00","20.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.30","100.00","43","34","77"
"a0B6900001J3ne9","a266900000A9w8T","08.03.2021","08.03.2021","Korea, Republic of","Western Pacific","humasis.com/en/","Humasis Co., ltd.","Humasis COVID-19 Ag Test","SARS-CoV-2","Regulatory Achieved","Korea MFDS; Brazil ANVISA; CE-IVD","Immunoassay","Antigen","N-protein; S-protein RBD","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","20.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","WHO EUL","Company-Sponsored","93.00","100.00","43","34","77"
"a0B6900001J3zUz","a266900000A9wDG","02.04.2021","02.04.2021","Korea, Republic of","Western Pacific","humasis.com/en/","Humasis Co., ltd.","Humasis COVID-19/Flu Ag Combo Test","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001PDdzp","a266900000BAciy","02.05.2022","02.05.2022","Korea, Republic of","Western Pacific","humasis.com/en/","Humasis Co., ltd.","Humasis COVID-19 IgG/IgM Test","SARS-CoV-2","Regulatory Achieved","Korea MFDS; CE-IVD","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma; Whole Blood","15.00","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lku5K","a266900000AdpQT","28.09.2021","28.09.2021","China","Western Pacific","en-dearsen.tw.ldyjz.com","Hunan Dear Sens Biotechnology Co., ltd.","The COVID-19 Antigen Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Saliva","10.00","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.83","98.50","120","400","520"
"a0B6900001J3zV9","a266900000A9wDH","02.04.2021","02.04.2021","United Kingdom","Europe","hyris.net","Hyris Srl","bKIT Virus finder COVID-19","SARS-CoV-2","Regulatory Achieved","Health Canada; CE-IVD","Molecular","RNA","N gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","120.00","0.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","63","203","266"
"a0B6900001J3mr0","a266900000A9w6d","04.03.2021","04.03.2021","Estonia","Europe","icosagen.com/","Icosagen AS","Icosagen Covid-19 ELISA Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antibody (serological)","IgG; IgM","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum; Plasma","105.00","120.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","87.80","98.90","123","173","296"
"a0B6900001J4MOG","a266900000A9wIY","31.05.2021","31.05.2021","United States","Americas","icubate.com/","iCubate","iC-COVID19 Assay","SARS-CoV-2","Research Use Only (RUO)","None","Molecular","RNA","S gene; ORF1ab","qRT-PCR","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab; Nasal swab; Mid-turbinate swab","","360.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lklg0","a2669000009z9eC","02.09.2021","02.09.2021","France","Europe","id-vet.com","ID.vet","ID ScreenSARS-CoV-2-N IgG Indirect ELISA Kit (manual, automated)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum; Plasma","","95.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","93.00","99.00","","",""
"a0B6900001J3vR2","a266900000A9wAI","25.03.2021","25.03.2021","Turkey","Europe","idilbiotech.com/","idil biotech","RevoDx SARS-CoV-2 qPCR Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","N gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","80.00","85.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","No impact (analytical/clinical studies conducted)","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","40","40","80"
"a0B6900001Lklc6","a2669000009z9aI","02.09.2021","02.09.2021","Turkey","Europe","idilbiotech.com/","idil biotech","RevoDx Flu A&B / RSV / SARS-CoV-2 qPCR Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001LlgIo","a266900000B2vJ9","09.02.2022","09.02.2022","United States","Americas","ihealthlabs.com/","iHealth Labs, Inc.","iHealth COVID-19 Antigen Rapid Test Pro","SARS-CoV-2","Regulatory Achieved","US FDA EUA","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","88.20","100.00","34","30","64"
"a0B6900001LlHzw","a266900000Auhlm","03.12.2021","","United States","Americas","ihealthlabs.com/","iHealth Labs, Inc.","iHealth COVID-19 Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Health Canada","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","94.30","98.10","35","104","139"
"a0B6900001LlzT3","a266900000B5QHa","28.03.2022","","Germany","Europe","www.immundiagnostik.com","Immundiagnostik AG","PreventID SARS-CoV-2-Antigen","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001Lm8zU","a266900000BF5GH","25.04.2022","25.04.2022","Korea, Republic of","Western Pacific","immunemed.co.kr/eng/main/index.asp","ImmuneMed Inc.","IMMUNEMED COVID-19 Ag RAPID","SARS-CoV-2","Regulatory Achieved","Korea MFDS","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","96.90","97.30","0","0","0"
"a0B6900001Lm4cz","a266900000BEWLd","11.04.2022","11.04.2022","Hong Kong SAR, China","Western Pacific","www.immunodiagnostics.com.hk/","Immunodiagnostics Limited","IDS SARS-CoV-2 IgG","SARS-CoV-2","Regulatory Achieved","US FDA EUA","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","Chemiluminescent Immunoassay (CLIA)","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.60","99.60","42","554","596"
"a0B6900001LlHzy","a266900000Auhlt","03.12.2021","","Hong Kong SAR, China","Western Pacific","www.immunodiagnostics.com.hk/","Immunodiagnostics Limited","COVID-19 Ag Detection Kit (Immunofluorescence-Based)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","ELISA/EIA","IA Reagent Kit","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasal swab","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","WHO EUL Under Assessment","Company-Sponsored","94.03","96.94","84","425","509"
"a0B6900001LlHzz","a266900000Auhlu","03.12.2021","","Hong Kong SAR, China","Western Pacific","www.immunodiagnostics.com.hk/","Immunodiagnostics Limited","COVID-19 Ag Detection Kit (Colloidal Gold Immunochromatography)","SARS-CoV-2","Regulatory Achieved","Brazil ANVISA; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Oropharyngeal swab; Nasal swab","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","WHO EUL Under Assessment","Company-Sponsored","92.38","97.41","105","425","530"
