"Performance Detail Submission: ID","Parent Submission: Created Date","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Product Website","Parent Submission: Regulatory Approval","Sensitivity (%)","Specificity (%)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a266900000B5QHN","28.03.2022","","Hangzhou Clongene Biotech Co., ltd.","COVID-19 Antigen Rapid Test Cassette(Saliva)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","en.clongene.com/","CE-IVD","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldH","01.02.2022","01.02.2022","Hangzhou Clongene Biotech Co., ltd.","Clongene COVID-19 Antigen Rapid Test (For Self-testing)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","Australia TGA","95.10","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","No impact (analytical/clinical studies conducted)","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9YQ","02.09.2021","02.09.2021","Hang zhou Dan wei Biotechnology Co.ltd.","Real-time RT-PCR Detection Kit For 2019-nCoV","SARS-CoV-2","Research Use Only (RUO)","China","Western Pacific","http://www.dwbiotechnology.com","None","","","Molecular","RNA","N gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Bronchoalveolar lavage; Sputum; Saliva","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDD","02.04.2021","02.04.2021","Hangzhou Deangel Biological Engineering Co., ltd.","Novel Coronavirus S Glycoprotein Detection Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://www.dagbio.com/news_detail/id/60.html","Brazil ANVISA; CE-IVD","0.00","0.00","Immunoassay","Antigen","S-protein (type unknown)","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Feces","20.00","Yes","No","Unknown","Unknown","","","","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QHO","28.03.2022","","Hangzhou DIAN Biotechnology Co., Ltd.","COVID-19 Antigen Test Cassette","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","0","CE-IVD","97.60","98.40","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QLI","28.03.2022","","Hangzhou Fanttest Biotech Co.,Ltd.","Novel Coronavirus (SARS-CoV-2) Antigen Rapid Test Cassette","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","0","CE-IVD","0.00","0.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDE","02.04.2021","02.04.2021","Hangzhou Fenhe Technology Co. ltd.","reOpenTest COVID-19 Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://www.reopentest.com/","CE-IVD","90.00","98.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab; Bronchoalveolar lavage; Sputum; Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QHP","28.03.2022","","Hangzhou Funworld Biotech Co., Ltd","SARS-CoV-2 Antigen Rapid Test Device","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.funworldbio.com","CE-IVD","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab; Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wHf","19.05.2021","19.05.2021","Hangzhou Genesis Biodetection and Biocontrol Co., Ltd.","KaiBiLi COVID-19 Antigen","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (in development)","Nasopharyngeal swab; Nasal swab","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009j2T5","21.07.2022","21.07.2022","Hangzhou Genesis Biodetection and Biocontrol Co., Ltd.","COVID-19 Neutralization Antibody Rapid Test","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD","91.82","100.00","Immunoassay","Antibody (serological)","Total Antibody","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma; Whole Blood","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No expected S-gene drop out (based on in silico analyses)","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QHQ","28.03.2022","","Hangzhou Genesis Biodetection and Biocontrol Co., Ltd.","KaiBiLi COVID-19 Antigen Pro","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.genesis-ivd.com","CE-IVD","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QLJ","28.03.2022","","Hangzhou Genesis Biodetection and Biocontrol Co., Ltd.","KaiBiLi Flu & COVID-19 Antigen Duo","SARS-CoV-2; Influenza A; Influenza B","Regulatory Achieved","China","Western Pacific","https://www.genesis-ivd.com","CE-IVD","0.00","0.00","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wC9","30.03.2021","30.03.2021","Hangzhou Laihe Biotech","Novel Coronavirus (COVID-19) Antigen Test (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD; Germany BfArM; WHO EUL Under Assessment","95.39","99.60","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AvTE4","13.12.2021","13.12.2021","Hangzhou Laihe Biotech","Novel Coronavirus (2019-nCoV) IgM/IgG Antibody ComboTest Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","lyher.com","WHO EUL Under Assessment","100.00","98.80","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","10.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldd","01.02.2022","01.02.2022","Hangzhou Laihe Biotech","LYHER Novel Coronavirus (Covid-19) Antigen Test Kit (colloidal Gold) Self-Test","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","Australia TGA; CE-IVD","95.00","99.60","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","MHRA UK"
"a266900000B2bwW","04.02.2022","04.02.2022","Hangzhou Laihe Biotech","LYHER Novel Coronavirus (Covid-19) Antigen Test Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","Australia TGA; CE-IVD","95.00","99.60","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasal swab","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009zLDh","06.09.2021","06.09.2021","Hangzhou Lifereal Biotechnology Co., ltd.","COVID-19 and N501Y Mutation nucleic acid (RNA) detection kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://en.lifereal.com.cn","CE-IVD","94.87","100.00","Molecular","RNA","N gene; S gene","Digital RT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab; Bronchoalveolar lavage; Sputum","88.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AuSVW","03.12.2021","03.12.2021","Hangzhou Lifereal Biotechnology Co., ltd.","SARS_CoV_2 lineage B.1.617.2 nucleic acid (RNA) detection kit","SARS-CoV-2","Research Use Only (RUO)","China","Western Pacific","","","","","Molecular","RNA","N gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Bronchoalveolar lavage; Sputum","88.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wIZ","31.05.2021","31.05.2021","Hangzhou Lifereal Biotechnology Co., ltd.","AIGS (Automatic Integrated Gene detection System)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://en.lifereal.com.cn","CE-IVD","97.62","100.00","Molecular","RNA","N gene; S gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009zAnq","03.09.2021","03.09.2021","Hangzhou Lifereal Biotechnology Co., ltd.","COVID-19 nucleic acid (RNA) POCT detection kit (AIGS real-time fluorescent PCR m","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://en.lifereal.com.cn","CE-IVD","100.00","100.00","Molecular","RNA","N gene; S gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage","90.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AuhcJ","03.12.2021","03.12.2021","Hangzhou Lifereal Biotechnology Co., ltd.","SARS_CoV_2 lineage B.1.617.2 nucleic acid (RNA) detection kit","SARS-CoV-2","Research Use Only (RUO)","China","Western Pacific","","","","","Molecular","RNA","N gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Bronchoalveolar lavage; Sputum","88.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
