submission_id,performance_detail_submission_id,date_of_submission,manufacturer,submission_title,disease_target,stage_of_development,permalink,regulatory_status,clinical_sensitivity,clinical_specificity,type_of_technology,assay_target,target_analyte,technology_principle,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,time_to_results_excl_prep,time_to_results_incl_prep,connectivity_solution,find_evaluation,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta,sc2_delta_plus,sc2_omicron,s_gene_dropout,scov2_variants,test_to_be_listed_on_finds_web_page,data_to_be_published_on_finds_web_page,is_this_a_variant_detection_test,revoked_not_approved_by,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,regex,country,region
a0B6900001J4MEB,a266900000A9wIU,31.05.21,Luminex Corporation,NxTAG® CoV Extended Panel,SARS-CoV-2,Regulatory Achieved,luminexcorp.com,US FDA EUA; Health Canada,NA,NA,Molecular,RNA,E gene; N gene; ORF1ab,qRT-PCR,"NAT reagent kit – proprietary platform",A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab,NA,180,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001J4MEG,a266900000A9wIV,31.05.21,Luminex Corporation,NxTAG® Respiratory Pathogen Panel + SARS COV 2,SARS-CoV-2,Regulatory Achieved,luminexcorp.com,US FDA EUA,NA,NA,Molecular,RNA + DNA,N gene; ORF1ab,qRT-PCR,"NAT reagent kit – proprietary platform",A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab,NA,180,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001Lm4d6,a266900000BEWLk,11.04.22,Luminex Corporation,xMAP SARS-CoV-2 Multi-Antigen IgG Assay,SARS-CoV-2,Regulatory Achieved,luminexcorp.com,US FDA EUA,98.1,100,Immunoassay,Antibody (serological),IgG; N-protein,ELISA/EIA,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,417,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001J45lB,a266900000A9wEt,20.04.21,Luminostics,Clip COVID Rapid Antigen Test,SARS-CoV-2,Regulatory Achieved,luminostics.com,US FDA EUA,96.9,100,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,30,35,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,32,131,163,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001PDxBi,a266900000BD7e4,20.06.22,Luminultra Technologies,Genecount COVID-19 Rt-qPCR Assay Kit,SARS-CoV-2,Regulatory Achieved,www.luminultra.com/,Health Canada,NA,NA,Molecular,RNA,E gene; N gene,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,canada,Canada,North America
a0B6900001J3zVO,a266900000A9wDK,02.04.21,LumiQuick Diagnostics Inc.,QuickProfile COVID-19 ANTIGEN Test,SARS-CoV-2,Regulatory Achieved,lumiquick.co,Brazil ANVISA; CE-IVD; Philippines FDA,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001Lklc1,a2669000009z9aD,02.09.21,LumiQuick Diagnostics Inc.,Quicknostics® COVID-19 RT-PCR,SARS-CoV-2,Research Use Only (RUO),lumiquick.co,None,NA,NA,Molecular,RNA,Unknown,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001J3zVY,a266900000B3l5Y,02.04.21,LumiraDx,LumiraDx SARS-CoV-2 Ag Test,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,WHO EUL; US FDA EUA; Japan MHLW; CE-IVD; MHRA UK,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Fully automated (including sample preparation),True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,12,12,Yes,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,20,0,20,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001J3zVY,a266900000B3l7e,02.04.21,LumiraDx,LumiraDx SARS-CoV-2 Ag Test,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,WHO EUL; US FDA EUA; Japan MHLW; CE-IVD; MHRA UK,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Fully automated (including sample preparation),True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,12,12,Yes,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,20,0,20,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001LkldY,a2669000009z9bk,02.09.21,LumiraDx,LumiraDx SARS-CoV-2 RNA STAR,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,US FDA EUA,97,97,Molecular,RNA,ORF1a,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001J4Q8Z,a266900000A9wJa,09.06.21,LumiraDx,LumiraDx SARS-CoV-2 RNA STAR Complete,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,US FDA EUA; Japan MHLW; MHRA UK,95,100,Molecular,RNA,ORF1a,"NASBA-RT","NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab,15,60,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,60,34,94,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001J4OOi,a266900000A9wJM,04.06.21,LumiraDx,SARS-CoV-2 RNA STAR Complete - LAB ASSAY,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,US FDA EUA; CE-IVD,NA,NA,Molecular,RNA,Unknown,RT-LAMP,"NAT reagent kit – proprietary platform",Standard lab instrumentation is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab,20,NA,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001J3zVY,a266900000A9wDL,02.04.21,LumiraDx,LumiraDx SARS-CoV-2 Ag Test,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,WHO EUL; US FDA EUA; Japan MHLW; CE-IVD; MHRA UK,97.6,96.6,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Fully automated (including sample preparation),True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,12,12,Yes,Yes,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,40,215,255,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001OTbr1,a2669000009j25H,04.07.22,LumiraDx,LumiraDx SARS-CoV-2 & Flu A/B,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,Japan MHLW; MHRA UK,95.5,99.2,Immunoassay,Antigen,N-protein; InfB N-protein; InfA N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Nasal swab,12,12,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001OTbr1,a2669000009j25M,04.07.22,LumiraDx,LumiraDx SARS-CoV-2 & Flu A/B,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,Japan MHLW; MHRA UK,83.3,97.5,Immunoassay,Antigen,N-protein; InfB N-protein; InfA N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Nasal swab,12,12,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Company-Sponsored,0,0,0,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001OTbr1,a2669000009j25N,04.07.22,LumiraDx,LumiraDx SARS-CoV-2 & Flu A/B,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,Japan MHLW; MHRA UK,85,95.3,Immunoassay,Antigen,N-protein; InfB N-protein; InfA N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Nasal swab,12,12,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Company-Sponsored,0,0,0,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001Lm4d7,a266900000BEWLl,11.04.22,LumiraDx,LumiraDx SARS-CoV-2 Ab Test,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,US FDA EUA,NA,NA,Immunoassay,Antibody (serological),Total Antibody,ELISA/EIA,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001LlzTH,a266900000B5QGz,NA,LumiraDx,LumiraDx SARS-COV-2 Antigen Pool Test,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,CE-IVD,97.5,97.7,Immunoassay,Antigen,N-protein,Other,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,12,0,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Company-Sponsored,40,215,255,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001LlzTH,a2669000009j2RH,NA,LumiraDx,LumiraDx SARS-COV-2 Antigen Pool Test,SARS-CoV-2,Regulatory Achieved,lumiradx.com/,CE-IVD,97.6,96.6,Immunoassay,Antigen,N-protein,Other,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,12,0,Yes,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,83,174,257,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001J4EgA,a266900000A9wGk,11.05.21,Lumos Diagnostics,Covidx SARS-CoV-2 Rapid Antigen Test Kit,SARS-CoV-2,Regulatory Achieved,lumosdiagnostics.com/,Health Canada,100,0,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab; Saliva,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001OTbut,a2669000009j25W,04.07.22,Lumos Diagnostics,Viradx SARS-CoV-2/flu A+b Rapid Antigen Test,SARS-CoV-2,Regulatory Achieved,lumosdiagnostics.com/,Health Canada,91.4,95.7,Immunoassay,Antigen,N-protein; Influenza A; Influenza B,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Company-Sponsored,0,0,0,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001OTbut,a2669000009j25b,04.07.22,Lumos Diagnostics,Viradx SARS-CoV-2/flu A+b Rapid Antigen Test,SARS-CoV-2,Regulatory Achieved,lumosdiagnostics.com/,Health Canada,87.6,95.9,Immunoassay,Antigen,N-protein; Influenza A; Influenza B,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Company-Sponsored,0,0,0,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001OTbut,a2669000009j25R,04.07.22,Lumos Diagnostics,Viradx SARS-CoV-2/flu A+b Rapid Antigen Test,SARS-CoV-2,Regulatory Achieved,lumosdiagnostics.com/,Health Canada,93.4,100,Immunoassay,Antigen,N-protein; Influenza A; Influenza B,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001Lkla3,a2669000009z9YF,02.09.21,"MABSKY BIO-TECH CO.,ltd.",COVID-19 virus (2019-nCoV) Dual-Detection Kit,SARS-CoV-2,Research Use Only (RUO),en.mabsky.com/index.html,None,NA,NA,Molecular,RNA,N gene; ORF1ab,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Oropharyngeal swab; Feces; Other,NA,90,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001Lkla4,a2669000009z9YG,02.09.21,"MABSKY BIO-TECH CO.,ltd.",COVID-19 virus (2019-nCOV) Triple-Detection Kit (Real-Time PCR Method),SARS-CoV-2,Regulatory Achieved,en.mabsky.com/index.html,CE-IVD; WHO EUL Under Assessment,NA,NA,Molecular,RNA,S gene; ORF1ab,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Oropharyngeal swab; Nasal swab,NA,90,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
