submission_id,manufacturer,submission_title,type_of_technology,self_testing_self_collection,assay_target,test_format,target_analyte,validated_sample_types,instrument_requirement,level_of_automation,laboratory_point_of_care,time_to_result,connectivity,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta_plus,sc2_delta,sc2_omicron,regulatory_status,clinical_sensitivity,clinical_specificity,permalink,regex,country,region
a266900000A9wE2,"Becton, Dickinson and Company (BD)",BD Veritor System for Rapid Detection of SARS-CoV-2,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,A proprietary instrument/new instrument  (optional),Manual,True Point of Care,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No expected impact (in silico analyses),US FDA EUA; Japan MHLW; Australia TGA; Health Canada; Singapore HSA; CE-IVD,93.50 %,99.30 %,http://www.bd.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wE3,GeneReach Biotechnology Corporation,POCKIT Central SARS-CoV-2 (orf 1ab) Premix Reagent,Molecular,Intended for professional use only,RNA,Cartridge-based processing,ORF1ab,Nasopharyngeal swab,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,85,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,95.10 %,100.00 %,https://www.genereach.com,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a266900000A9wE4,"Alfa Scientific Designs, Inc.",Instant-view Plus Covid-19 Antigen Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,92.00 %,NA,https://www.alfascientific.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wE5,"Celltrion USA, Inc.",SAMPINUTE COVID-19 Antigen MIA,Immunoassay,Intended for professional use only,Antigen,Cartridge-based processing,S-protein RBD,Nasopharyngeal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA; CE-IVD,94.40 %,100.00 %,https://www.celltrion.com/en-us/home/index,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wE6,"iXensor Co., ltd.",PixoTest COVID-19 Antigen Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab; Nasal swab,A proprietary/new instrument is required,Manual,True Point of Care,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Australia TGA; CE-IVD,95.00 %,98.04 %,https://ixensor.com,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a266900000A9wE7,"Leadgene Biomedical, Inc.",Leadgene SARS/SARS-CoV-2 Antigen Rapid Test Kit,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab; Other,No instrumentation is required,Manual,True Point of Care,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,https://leadgenebio.com,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a266900000A9wE8,LIONEX Diagnostics & Therapeutics GmbH,COVID-19 Ag Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),S-protein S1,Nasopharyngeal swab; Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,94.44 %,98.28 %,http://www.lionex.de,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a266900000A9wE9,Powell Development and Holding Inc,Pinnacle COVID RAD Rapid Antigen test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,84.36 %,100.00 %,https://www.pblabs.com/products/pinnacle-rapid-antigen-test,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wEA,Lomina AG,COVID-19 Antigen Rapid Test Device,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,90.37 %,97.10 %,https://lomina.ch,switz|swiss,Switzerland,Europe
a266900000A9wEB,SUREDX llc,V-Chek Coronavirus (SARS COV-2) N protein detection kit,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,85.54 %,97.00 %,http://www.suredxmedical.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wEC,Roche Diagnostics GmbH,SARS-CoV-2 Rapid Antigen Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No impact (analytical/clinical studies conducted),Japan MHLW; CE-IVD,96.52 %,99.68 %,http://molecular.roche.com/,switz|swiss,Switzerland,Europe
a266900000A9wED,BTNX Inc.,COVID-19 Antigen Test Cassette,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Australia TGA; CE-IVD; MHRA UK,NA,NA,https://surescreen.com,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a266900000A9wEE,Turklab,COVID-19 Ag test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,92.50 %,99.16 %,https://turklab.com.tr,turkey,Turkey,Europe
a266900000B23Fj,BTNX Inc.,COVID-19 Antigen Test Cassette,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Australia TGA; CE-IVD; MHRA UK,NA,NA,https://surescreen.com,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a266900000A9wDw,Z BIOTECH INC.,AnyLab COVID-19 Ag Test Kit,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Korea MFDS; CE-IVD,91.00 %,97.00 %,https://www.zetbio.com,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a266900000A9wDQ,nal von minden GmbH,"NADAL® COVID-19 Ag",Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,97.60 %,100.00 %,https://www.nal-vonminden.com/en/,^(?!.*\bant)(?!.*\bcarib).*netherlands,Netherlands,Europe
a266900000A9wDR,"Nanjing Weiyun Biotechnology Co., ltd.",SARS-CoV-2 (COVID-19) Antigen Rapid Test Kit (Latex Immunochromatography),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,91.40 %,100.00 %,http://www.weiyunbio.com/public/portal/wedo/latexkitdetail/id/57.html,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wDS,"New Gene (Hangzhou) Bioengineering Co., ltd.",Novel Coronavirus Spike Glycoprotein Detection Kit,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),S-protein (type unknown),Sputum; Feces,No instrumentation is required,Manual,True Point of Care,0,No,Unknown,Unknown,NA,NA,NA,Unknown,CE-IVD,0.00 %,0.00 %,https://www.new-gene.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wDT,OPERON,Simple/Stick Ag SARS-CoV-2 (COVID-19),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Other,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,95.00 %,100.00 %,https://operon.es/,spain,Spain,Europe
a266900000A9wDV,Precision Biosensor Inc.,Exdia COVID-19 Ag,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,A proprietary/new instrument is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,93.90 %,98.00 %,https://www.precision-bio.com,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a266900000A9wDW,PROMOITALIA GROUP SPA,DROP-TECH,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,0.00 %,0.00 %,https://webpromoitalia.com/en/diagnostic-division/drop-tech_trans-mockup_diagnos,italy,Italy,Europe
a266900000A9wDX,Quidel,Sofia 2 Flu + SARS Antigen FIA,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; Other,Nasopharyngeal swab; Nasal swab,A proprietary/new instrument is required,Manual,near Point of Care,15,No,Unknown,Unknown,No expected impact (in silico analyses),Unknown,Unknown,Unknown,US FDA EUA; Health Canada,95.20 %,100.00 %,https://www.quidel.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wDY,Quidel,Sofia SARS Antigen FIA,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,A proprietary/new instrument is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,No expected impact (in silico analyses),US FDA EUA; Japan MHLW; Australia TGA; Health Canada; CE-IVD,96.70 %,100.00 %,https://www.quidel.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wDZ,QuikPath Pte. ltd.,QuikPath SARS-CoV-2 Isothermal RT- PCR Kit,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,45,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Singapore HSA,100.00 %,100.00 %,http://quikpath.sg,singapore,Singapore,Asia
a266900000A9wDa,Romed-Holland ? Van Oostveen Medical B.V.,Romed Coronavirus Ag Rapid Test Cassette (Swab),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Other,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,0.00 %,0.00 %,https://romed.nl/downloads/Coronavirus-AgRapid-Test-Cassette(Swab)-Specs.pdf,^(?!.*\bant)(?!.*\bcarib).*netherlands,Netherlands,Europe
a266900000A9wDb,SD Biosensor INC,STANDARD Q COVID-19 Ag test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,20,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; Health Canada; CE-IVD; India CDSCO; South Africa SAHPRA,84.97 %,98.40 %,https://www.sdbiosensor.com,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a266900000A9wDc,"SensingSelf, Pte, ltd.",S1 COVID-19 Rapid Antigen Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Sputum; Saliva; Feces,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,NA,NA,NA,Unknown,CE-IVD,91.00 %,100.00 %,https://sensingself.me/antigen_s1.php,^(?!.*serbia).*montenegro,Montenegro,Europe
a266900000A9wDU,PCL inc,PCL COVID19 Ag Gold,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Other,Nasopharyngeal swab; Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Korea MFDS; Health Canada; CE-IVD,0.00 %,0.00 %,http://www.pclchip.com,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a266900000A9wDd,"SensingSelf, Pte, ltd.",S4 - Multiplex Rapid Antigen Test - COVID-19/MERS/Influenza A/Influenza B,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),S-protein (type unknown); Other,Sputum; Saliva; Feces,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,NA,NA,NA,Unknown,CE-IVD,88.30 %,100.00 %,https://sensingself.me/antigen_s1.php,^(?!.*serbia).*montenegro,Montenegro,Europe
a266900000A9wDe,Sensitest The Netherlands BV,Sensitest Joysbio Antigen Rapid Test for Covid-19,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Other,Nasal swab,No instrumentation is required,Manual,True Point of Care,20,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),China NMPA; CE-IVD,0.00 %,98.00 %,https://www.sensitest.com/index.php?p=sensitest-covid-corona-antigen-test,^(?!.*\bant)(?!.*\bcarib).*netherlands,Netherlands,Europe
a266900000A9wDf,SGA Medikal,V-chek SARS-CoV-2 Rapid Ag Test Kit (IFA),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,0.00 %,0.00 %,http://www.sgadx.com/sars-cov-2-test-kits/,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a266900000A9wDg,"Shanghai Chemtron Biotech Co., ltd.",SARS-CoV-2 Rapid Ag Test Kit (IFA),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,0.00 %,0.00 %,http://www.chemtronbio.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wDh,"Shanghai Chemtron Biotech Co., ltd.",COVID-19/Influenza A+B /RSV Antigen Combo Rapid Test (Colloidal Gold),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; Other,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,0.00 %,0.00 %,http://www.chemtronbio.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wDi,"Shanghai Chemtron Biotech Co., ltd.",COVID-19/Influenza A+B/RSV/ Adenovirus Antigen Combo Rapid Test (Colloidal Gold),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; Other,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,0.00 %,0.00 %,http://www.chemtronbio.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wDj,"Shenzhen Bioeasy Biotechnology Co., ltd.",2019-nCoV Ag Rapid Test Kit (Fluorescence),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Other,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Sputum; Saliva,A proprietary/new instrument is required,Manual,True Point of Care,10,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,82.02 %,99.17 %,https://www.bioeasy.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wDk,"Shenzhen Lvshiyuan Biotechnology Co., ltd.",Green Spring Flu A & Flu B & COVID-19 Ag Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Other,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,0.00 %,0.00 %,https://www.lsybt.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
