submission_id,manufacturer,submission_title,type_of_technology,self_testing_self_collection,assay_target,test_format,target_analyte,validated_sample_types,instrument_requirement,level_of_automation,laboratory_point_of_care,time_to_result,connectivity,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta_plus,sc2_delta,sc2_omicron,regulatory_status,permalink,regex,country,region
a266900000AuhcM,LGC Biosearch technology,Biosearch Technologies SARS-CoV-2 Real-Time and End-Point RT-PCR Test,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,NA,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,US FDA EUA,https://www.biosearchtech.com,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a266900000BAceI,LG Chem Life Sciences Company,AdvanSure SARS-CoV-2 IgG (S1) ELISA,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA; Korea MFDS,https://innovation.lgchem.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5he2,LG Chem Life Sciences Company,AdvanSure™ SARS-CoV-2 IgG (RBD) ELISA,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA; Korea MFDS,https://innovation.lgchem.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QK0,Lifecosm Biotech Limited,LifecosmTM COVID-19 Antigen Rapid Test Cassette,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab; Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.lifecosm.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w5v,"LifeSensors, Inc",COVID-19 Nucleocapsid ELISA Research Kit,Immunoassay,Intended for professional use only,Antigen,IA Reagent Kit,N-protein,Serum,Standard lab instrumentation is required,Manual,Lab-based,110,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,None,https://www.lifesensors.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9aB,"LifeSensors, Inc",COVID-19 IgG ELISA Detection Kit,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None,https://www.lifesensors.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009j2VB,Life Technologies Ltd,TaqPath™ COVID‑19 HT Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene; S gene; ORF1ab,Nasopharyngeal swab; Nasal swab,A proprietary instrument/new instrument  (optional),Manual,Lab-based,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Impact (analytical/clinical studies),MHRA UK,https://www.thermofisher.com/uk/en/home/clinical/clinical-genomics/pathogen-detection-solutions/amplitude-solution/high-throughput-kit.html,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a266900000A9wBo,Lightdeck,COVID-19 Total Antibody Test,Immunoassay,Intended for professional use only,Antibody (serological),Cartridge-based processing,Total Antibody,Unknown,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,5,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None,https://lightdeckdx.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000BF4d0,Lightdeck,COVID-19 Total Antigen Test,Immunoassay,Intended for professional use only,Antigen,Cartridge-based processing,Unknown,Nasal swab,A proprietary/new instrument is required,Manual,True Point of Care,5,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,https://lightdeckdx.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QGw,"Liming Bio-Products Co., Ltd",COVID-19 Antigen Rapid Test Device,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Oropharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.limingbio.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000B4ED3,"Linkcare Health Services, SL",COVID-19 & Influenza A+B Antigen Combo Test Kit (Colloidal Gold),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,16,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),CE-IVD,NA,spain,Spain,Europe
a266900000A9wFe,"Linkcare Health Services, SL",Linkcare Bioscreening SARS-CoV-2 Antigen Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,https://www.linkcare.es,spain,Spain,Europe
a266900000B4UDb,"Linkcare Health Services, SL",COVID-19 & Influenza A+B Antigen Combo Test Kit (Colloidal Gold),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,16,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),CE-IVD,NA,spain,Spain,Europe
a266900000A9wE8,LIONEX Diagnostics & Therapeutics GmbH,COVID-19 Ag Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),S-protein S1,Nasopharyngeal swab; Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,http://www.lionex.de,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a266900000A9wKN,Llusern Scientific,SARS-CoV2 LAMP test,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",E gene; N gene,Nasal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,30,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.llusern.co.uk,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a266900000AuhjZ,"LMSI, llc (dba Lighthouse Lab Services)",CovidNow SARS-CoV-2 Assay,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,Standard lab instrumentation is required,Manual,Lab-based,NA,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,US FDA EUA,https://www.lighthouselabservices.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000AfG9o,Lomina AG,Lomina SARS-CoV-2 Antigen LTX Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Impact (analytical/clinical studies),Impact (analytical/clinical studies),Impact (analytical/clinical studies),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,https://lomina.ch,^(?=.*rep).*czech|czechia|bohemia,Czechia,Europe
a266900000A9wEA,Lomina AG,COVID-19 Antigen Rapid Test Device,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,https://lomina.ch,switz|swiss,Switzerland,Europe
a266900000ABTMV,Lomina AG,Fast COVID-19 IgM/IgG Antibody Detection Kit (Colloidal Gold),Immunoassay,Intended for self-testing (version available),Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM,Finger prick blood,No instrumentation is required,Manual,True Point of Care,3,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://lomina.ch,switz|swiss,Switzerland,Europe
a266900000B5QGx,Lomina AG,Lomina SARS-CoV-2 Antigen LTX test (saliva),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.lomina.ch,switz|swiss,Switzerland,Europe
a2669000009yV2f,Lomina AG,SARS-CoV-2 N-Protein Antigen Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Impact (analytical/clinical studies),Impact (analytical/clinical studies),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,https://lomina.ch,^(?=.*rep).*czech|czechia|bohemia,Czechia,Europe
a266900000B2le5,LSI Medience Corporation,PRORAST SARS-CoV-2 Ag,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Japan MHLW,https://www.medience.co.jp/english/,japan,Japan,Asia
a266900000B5QGy,LT Biotech JSC,COVID19AgLTFLOW,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.ltbiotech.lt,lithuania,Lithuania,Europe
a266900000AxC4p,"LUCA AICELL, INC.",LUCA NK COVID-19 Ag NP LLB,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; S-protein RBD,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,10,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,NA,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a266900000AxCEV,"LUCA AICELL, INC.",LUCA NK COVID-19 Ag Nasal LLB,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; S-protein RBD,Nasal swab,No instrumentation is required,Manual,True Point of Care,10,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,NA,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a266900000AxBwR,"LUCA AICELL, INC.",LUCA NK COVID-19 Ag LLB,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; S-protein RBD,Nasopharyngeal swab; Nasal swab; Saliva,No instrumentation is required,Manual,True Point of Care,10,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,NA,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a266900000AxCAi,"LUCA AICELL, INC.",LUCA NK COVID-19 Ag Saliva LLB,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; S-protein RBD,Saliva,No instrumentation is required,Manual,True Point of Care,10,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,NA,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a266900000A9wBh,Lucira Health,Lucira COVID-19 All-In-One Test Kit,Molecular,Intended for self-testing (version available),RNA,Cartridge-based processing,N gene,Nasal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,30,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,https:/checkit.lucirahealth.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009j2NZ,Lucira Health,Lucira COVID-19 & Flu Test,Molecular,Intended for self-testing (version available),RNA,Cartridge-based processing,N gene,Nasal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,30,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),Health Canada; CE-IVD,https:/checkit.lucirahealth.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000Av8Fu,Lucira Health,Lucira CHECK-IT COVID-19 Test Kit,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene,Nasal swab,Standard lab instrumentation is required,Manual,near Point of Care,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA,checkit.lucirahealth.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B2ldc,Lucira Health,Lucira CHECK-IT COVID-19 Test Kit (self testing),Molecular,Intended for self-testing (version available),RNA,Cartridge-based processing,N gene,Nasal swab,A proprietary/new instrument is required,Fully automated (including sample preparation),True Point of Care,30,Yes,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),US FDA EUA; Health Canada; Singapore HSA,https://checkit.lucirahealth.com/?,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wIa,Lumex,AriaDNA RT-PCR COVID-19 detection system,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N1 gene; N2 gene,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,Standard lab instrumentation is required,Automated (excluding sample preparation),near Point of Care,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.lumexinstruments.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QK1,"Lumigenex (Suzhou) Co., Ltd",PocRoc SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Oropharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,http://www.lumigenex.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wIT,Luminex Corporation,ARIES SARS-CoV-2 Assay,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene; ORF1ab,Nasopharyngeal swab,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA; Health Canada,http://info2.luminexcorp.com/aries,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wIU,Luminex Corporation,NxTAG® CoV Extended Panel,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",E gene; N gene; ORF1ab,Nasopharyngeal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA; Health Canada,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wIV,Luminex Corporation,NxTAG® Respiratory Pathogen Panel + SARS COV 2,Molecular,Intended for professional use only,RNA + DNA,"NAT reagent kit – proprietary platform",N gene; ORF1ab,Nasopharyngeal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000BEWLk,Luminex Corporation,xMAP SARS-CoV-2 Multi-Antigen IgG Assay,Immunoassay,Intended for professional use only,Antibody (serological),Cartridge-based processing,IgG; N-protein,Serum; Plasma,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,NA,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
