date_of_submission,manufacturer,submission_id,submission_title,country,region,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,other_target_pathogen,permalink,planned_market_entry,primary_use_case,ID_type,disease_target,assay_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,other_readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,other_antimicrobial_resistance_class,Drug_resistance_target,Other Drug resistance target,AST_output,test_format,other_test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,other_validated_sample_type,time_to_results_excl_prep,city,test_to_be_listed_on_finds_web_page,country_tmp,city2,lat,lng,name,region_availability,is_this_a_variant_detection_test,format_of_material_provided,qual_or_quant,storage_temp,performance_detail_submission_id,sensitivity,specificity,connectivity_solution,find_evaluation,s_gene_dropout,scov2_variants,data_to_be_published_on_finds_web_page,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,sc2_impact_alpha,sc2_impact_beta,sc2_impact_delta,sc2_impact_delta_plus,sc2_impact_gamma,sc2_impact_omicron,sc2_impact_omicron_ba4,sc2_impact_omicron_ba5,laboratory_point_of_care,time_to_result,performance_submission_title,type_data_source,sensitivity_ci_low,sensitivity_ci_up,specificity_ci_low,specificity_ci_up,target_patient_group,sample_type,total_number_samples,number_positive_samples,number_negative_samples,serovar_subtype,instrument_name,disease_target_phase,drug_resistance_target,other_drug_resistance_target,other_regulatory_status,who_technology_class,who_pipe
06.07.2023,Abbott Laboratories,a2r69000007lbP0,SARS-CoV-2 IgM Kit,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://abbott.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgM,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Abbott Park,Yes,United States,"Abbott Park, United States",41.71919632,-87.62211609,testdir,NA,NA,NA,NA,NA,a266900000Bsbp3,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Abbott Laboratories,a2r69000007lbP0,SARS-CoV-2 IgM Kit,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://abbott.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgM,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Abbott Park,Yes,United States,"Abbott Park, United States",41.71919632,-87.62211609,testdir,NA,NA,NA,NA,NA,a266900000Bsbp4,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Abbott Laboratories,a2r69000007lbP0,SARS-CoV-2 IgM Kit,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://abbott.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgM,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Abbott Park,Yes,United States,"Abbott Park, United States",41.71919632,-87.62211609,testdir,NA,NA,NA,NA,NA,a266900000Bsbp5,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Siemens Healthcare GmbH,a2r69000007lbP1,Atellica IM SARS-CoV-2 IgG assay,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://siemens-healthineers.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Erlangen,Yes,United States,"Erlangen, United States",39.50357056,-99.01834106,testdir,NA,NA,NA,NA,NA,a266900000Bsd35,95.58,99.9,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Siemens Healthcare GmbH,a2r69000007lbP1,Atellica IM SARS-CoV-2 IgG assay,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://siemens-healthineers.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Erlangen,Yes,United States,"Erlangen, United States",39.50357056,-99.01834106,testdir,NA,NA,NA,NA,NA,a266900000Bsd36,95.58,99.9,Unknown,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Hangzhou Clongene Biotech Co., ltd.",a2r69000007lbP2,COVID-19 IgG/IgM Rapid Test Cassette,China,Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://en.clongene.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254,testdir,NA,NA,NA,NA,NA,a266900000BscSw,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Hangzhou Clongene Biotech Co., ltd.",a2r69000007lbP2,COVID-19 IgG/IgM Rapid Test Cassette,China,Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://en.clongene.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254,testdir,NA,NA,NA,NA,NA,a266900000BscSx,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Hangzhou AllTest Biotech Co., Ltd.",a2r69000007lbP3,All Test SARS-CoV-2 Antigen Rapid Test INCP-502- N,China,Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://alltests.com.cn,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254,testdir,NA,NA,NA,NA,NA,a266900000BscRO,97.4,99.9,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,620,1077,1697,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Hangzhou AllTest Biotech Co., Ltd.",a2r69000007lbP3,All Test SARS-CoV-2 Antigen Rapid Test INCP-502- N,China,Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://alltests.com.cn,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254,testdir,NA,NA,NA,NA,NA,a266900000BscRP,73.4,97.4,NA,Yes,Unknown,Not applicable,Yes,Independent,158,386,544,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Hangzhou AllTest Biotech Co., Ltd.",a2r69000007lbP4,JusChek SARS-CoV-2 Antigen Rapid Test INCP-502-N,China,Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://alltests.com.cn,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,NA,NA,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254,testdir,NA,NA,NA,NA,NA,a266900000BscRN,93.6,99.9,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,311,763,1074,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,SpeeDx Diagnostics,a2r69000007lbP5,PlexPCR SARS-CoV-2,Australia,Western Pacific Region,Regulatory Achieved,Australia TGA,Molecular,NA,NA,NA,https://plexpcr.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,ORF1ab; RdRp gene,qPCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Saliva,NA,NA,Eveleigh,Yes,Australia,"Eveleigh, Australia",-33.89519882,151.1914978,testdir,NA,NA,NA,NA,NA,a266900000Bsd53,93.26,96.23,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,GenMark Diagnostics,a2r69000007lbP6,ePlex SARS-CoV-2 Test,United States,Region of the Americas,Regulatory Achieved,US FDA EUA,Molecular,NA,NA,NA,https://genmarkdx.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,Unknown,PCR-OC,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cartridge-based processing,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Carlsbad,Yes,United States,"Carlsbad, United States",NA,NA,testdir,NA,NA,NA,NA,NA,a266900000BscNp,94,100,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,18,47,65,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Aptitude Medical Systems, Inc.",a2r69000007lbP7,Metrix COVID-19 Test,United States,Region of the Americas,Regulatory Achieved,US FDA EUA,Molecular,NA,NA,NA,https://aptitudemedical.com/,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,N gene; ORF1ab,Isothermal LAMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cartridge-based processing,NA,A proprietary/new instrument is required,Fully automated (including sample preparation),True Point of Care,Intended for self-testing (version available),Nasal swab; Saliva,NA,NA,Goleta,Yes,United States,"Goleta, United States",34.43296051,-119.85687256,testdir,NA,NA,NA,NA,NA,a266900000Bsbw8,96.1,98.3,No,No,Unknown,Not applicable,Yes,Company-Sponsored,51,180,231,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,No expected impact (in silico analyses),Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,AusDiagnostics,a2r69000007lbP8,"Respiratory Pathogens 24-well, Universal",Australia,Western Pacific Region,Regulatory Achieved,Australia TGA,Molecular,NA,NA,NA,https://ausdiagnostics.com,NA,NA,NA,Covid-19,RNA,NA,Adenovirus; Bordetella parapertussis; Bordetella pertussis; Chlamydia pneumoniae; Enterovirus; Human Coronavirus; Human Metapneumovirus; Human Rhinovirus; Influenza A; Influenza B; Mycoplasma pneumoniae; Respiratory Syncytial Virus (RSV); SARS-CoV-2,ORF1a; ORF8; Unknown,Digital PCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasal swab; Nasopharyngeal swab; Saliva,NA,NA,Mascot,Yes,Australia,"Mascot, Australia",-33.93180084,151.19290161,testdir,NA,NA,NA,NA,NA,a266900000Bsby5,100,100,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,No expected impact (in silico analyses),Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,AusDiagnostics,a2r69000007lbP8,"Respiratory Pathogens 24-well, Universal",Australia,Western Pacific Region,Regulatory Achieved,Australia TGA,Molecular,NA,NA,NA,https://ausdiagnostics.com,NA,NA,NA,Covid-19,RNA,NA,Adenovirus; Bordetella parapertussis; Bordetella pertussis; Chlamydia pneumoniae; Enterovirus; Human Coronavirus; Human Metapneumovirus; Human Rhinovirus; Influenza A; Influenza B; Mycoplasma pneumoniae; Respiratory Syncytial Virus (RSV); SARS-CoV-2,ORF1a; ORF8; Unknown,Digital PCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasal swab; Nasopharyngeal swab; Saliva,NA,NA,Mascot,Yes,Australia,"Mascot, Australia",-33.93180084,151.19290161,testdir,NA,NA,NA,NA,NA,a266900000Bsby7,100,100,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,No expected impact (in silico analyses),Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.07.2023,Tata Medical and Diagnostics,a2r69000007lbP9,Tata MD CHECK CRISPR SARS-CoV-2 Kit 1.0,India,South-East Asian Region,Regulatory Achieved,CE-IVDD; Other,Molecular,NA,NA,NA,https://tatamd.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,S gene,qPCR; CRISPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,A proprietary/new instrument is optional,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Mumbai,Yes,India,"Mumbai, India",18.96904755,72.82118225,testdir,NA,NA,NA,NA,NA,a266900000Bsd6e,96,98,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,77,72,149,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Seegene Inc.,a2r69000007lbPA,Allplex SARS-CoV-2 Variants I Assay,"Korea, Republic of",Western Pacific Region,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://seegene.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,Other; S gene,qPCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Bronchoalveolar lavage; Nasopharyngeal swab; Oropharyngeal swab; Sputum; Other,NA,NA,Gaithersburg,Yes,South Korea,"Gaithersburg, Korea, Republic of",36.43822861,127.83287048,testdir,NA,NA,NA,NA,NA,a266900000Bscxe,NA,NA,NA,No,Unknown,Alpha; Beta; Gamma,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Optolane Technologies, Inc.",a2r69000007lbPC,Dr.PCR Di20K COVID-19 Detection Kit,"Korea, Republic of",Western Pacific Region,Regulatory Achieved,Korea MFDS,Molecular,NA,NA,NA,https://optolane.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,E gene; ORF1b,Digital PCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cartridge-based processing,NA,A proprietary/new instrument is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab,NA,NA,Seongnam,Yes,South Korea,"Seongnam, Korea, Republic of",37.44055557,127.13583374,testdir,NA,NA,NA,NA,NA,a266900000BscnV,100,100,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,101,200,301,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Appolon Bioteck,a2r69000007lbPD,SARS-CoV-2 RT-qPCR detection kit,France,European Region,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://appolonbioteck.fr,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,N gene; ORF1ab,qPCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab; Saliva,NA,NA,Chaponnay,Yes,France,"Chaponnay, France",45.62867355,4.94061947,testdir,NA,NA,NA,NA,NA,a266900000Bsbw6,98,98.08,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,250,250,500,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"SD Biosensor, Inc.",a2r69000007lbPE,Pilot COVID-19 At-Home Test,"Korea, Republic of",Western Pacific Region,Regulatory Achieved,US FDA EUA,Immunoassay,NA,NA,NA,https://sdbiosensor.com,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,NA,NA,Suwon-si,Yes,South Korea,"Suwon-si, Korea, Republic of",37.25973511,127.00894928,testdir,NA,NA,NA,NA,NA,a266900000Bscv9,95.3,100,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,43,85,128,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Prestige Diagnostics UK ltd.,a2r69000007lbPF,COVID-19 Lyophilised Nucleic Acid Kit,United Kingdom,European Region,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://prestigediagnostics.co.uk,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,N gene; ORF1ab,qPCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Galgorm,Yes,United Kingdom,"Galgorm, United Kingdom",54.86755753,-6.32857561,testdir,NA,NA,NA,NA,NA,a266900000Bscpx,98,100,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,50,1200,1250,No expected impact (in silico analyses),Potential impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Nantong Egens Biotechnology Co.,Ltd",a2r69000007lbPG,Egens SARS-CoV-2 Antigen Rapid test,China,Western Pacific Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Immunoassay,NA,NA,NA,https://egens-bio.cn,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Rugao,Yes,China,"Rugao, China",32.3716011,120.57382202,testdir,NA,NA,NA,NA,NA,a266900000Bsckr,90.32,100,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,31,30,61,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Sherlock Biosciences Inc.,a2r69000007lbPH,Sherlock CRISPR SARS-CoV-2 Kit,United States,Region of the Americas,Regulatory Achieved,US FDA EUA,Molecular,NA,NA,NA,https://sherlock.bio,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,N gene; ORF1ab,Isothermal LAMP; CRISPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Nasal swab; Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Watertown,Yes,United States,"Watertown, United States",42.36737061,-71.18749237,testdir,NA,NA,NA,NA,NA,a266900000Bsd2X,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"SUZHOU SOOCHOW UNIVERSITY SAIER IMMUNO BIOTECH CO., ltd.",a2r69000007lbPI,instantsure covid-19 Ag CARD,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://saiertech.com,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasal swab; Nasopharyngeal swab,NA,NA,Suzhou,Yes,China,"Suzhou, China",31.29903984,120.58530426,testdir,NA,NA,NA,NA,NA,a266900000Bsd68,96.02,99.77,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,146,454,600,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"BGI PathoGenesis Pharmaceutical Technology Co.,ltd.",a2r69000007lbPK,SARS-CoV-2 Virus Antigen Detection Kit (colloidal gold method),China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://bgi.com,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Shenzhen,Yes,China,"Shenzhen, China",22.54368019,114.0579071,testdir,NA,NA,NA,NA,NA,a266900000Bsc1X,82.3,97.88,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,226,425,651,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,AB ANALITICA,a2r69000007lbPL,REALQUALITY ABFlu-CoV-2,Italy,European Region,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://abanalitica.com,NA,NA,NA,Covid-19,RNA,NA,Influenza A; Influenza B; SARS-CoV-2,N gene; ORF1b,qPCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Padova,Yes,Italy,"Padova, Italy",45.40954208,11.87655067,testdir,NA,NA,NA,NA,NA,a266900000Bsbo6,99,99.6,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,112,299,411,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
